,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Jesus Garcia (D),N00042114,2700,Amalgamated Transit Union,10000,12700,2018
1,Jesus Garcia (D),N00042114,250,Service Employees International Union,10000,10250,2018
2,Jesus Garcia (D),N00042114,0,American Assn for Justice,10000,10000,2018
3,Jesus Garcia (D),N00042114,0,Committee for Hispanic Causes-BOLD PAC,10000,10000,2018
4,Jesus Garcia (D),N00042114,0,Immigration Reform Fund,10000,10000,2018
5,Jesus Garcia (D),N00042114,0,International Brotherhood of Electrical Workers,10000,10000,2018
6,Jesus Garcia (D),N00042114,0,National Education Assn,10000,10000,2018
7,Jesus Garcia (D),N00042114,0,PAC to the Future,10000,10000,2018
8,Jesus Garcia (D),N00042114,0,UFCW Local 881,10000,10000,2018
9,Jesus Garcia (D),N00042114,0,United Auto Workers,10000,10000,2018
0,Sean Casten (D),N00041338,82417,Democracy Engine,0,82417,2018
1,Sean Casten (D),N00041338,47982,University of Chicago,0,47982,2018
2,Sean Casten (D),N00041338,25300,AmeriPAC: The Fund for a Greater America,10000,35300,2018
3,Sean Casten (D),N00041338,26265,JStreetPAC,4000,30265,2018
4,Sean Casten (D),N00041338,27947,Stanford University,0,27947,2018
5,Sean Casten (D),N00041338,25352,Kirkland & Ellis,0,25352,2018
6,Sean Casten (D),N00041338,24314,Swing Left,75,24389,2018
7,Sean Casten (D),N00041338,24246,Google Inc,0,24246,2018
8,Sean Casten (D),N00041338,22891,Northwestern University,0,22891,2018
9,Sean Casten (D),N00041338,18900,Wicklow Capital,0,18900,2018
0,Lauren A Underwood (D),N00041569,100638,EMILY's List,5000,105638,2018
1,Lauren A Underwood (D),N00041569,58261,Democracy Engine,0,58261,2018
2,Lauren A Underwood (D),N00041569,30866,Stanford University,0,30866,2018
3,Lauren A Underwood (D),N00041569,24300,AmeriPAC: The Fund for a Greater America,5000,29300,2018
4,Lauren A Underwood (D),N00041569,20459,Democratic Congressional Campaign Cmte,5877,26336,2018
5,Lauren A Underwood (D),N00041569,25691,Google Inc,0,25691,2018
6,Lauren A Underwood (D),N00041569,19991,University of Chicago,0,19991,2018
7,Lauren A Underwood (D),N00041569,14405,Northwestern University,0,14405,2018
8,Lauren A Underwood (D),N00041569,6500,League of Conservation Voters,4999,11499,2018
9,Lauren A Underwood (D),N00041569,10800,Bain Capital,0,10800,2018
0,Jim Baird (R),N00041954,0,Majority Cmte PAC,10000,10000,2018
1,Jim Baird (R),N00041954,0,American Bankers Assn,8500,8500,2018
2,Jim Baird (R),N00041954,8100,Centaur Gaming,0,8100,2018
3,Jim Baird (R),N00041954,5400,Fisher Investments,0,5400,2018
4,Jim Baird (R),N00041954,5400,Lucas Oil Products,0,5400,2018
5,Jim Baird (R),N00041954,0,Associated Builders & Contractors,5000,5000,2018
6,Jim Baird (R),N00041954,0,Caterpillar Inc,5000,5000,2018
7,Jim Baird (R),N00041954,0,Eye of the Tiger PAC,5000,5000,2018
8,Jim Baird (R),N00041954,0,Home Depot,5000,5000,2018
9,Jim Baird (R),N00041954,0,Innovation PAC,5000,5000,2018
0,Greg Pence (R),N00041956,27300,Barnes & Thornburg,0,27300,2018
1,Greg Pence (R),N00041956,24900,Solar Sources,0,24900,2018
2,Greg Pence (R),N00041956,17200,Blairex Laboratories,0,17200,2018
3,Greg Pence (R),N00041956,16200,Blank Rome LLP,0,16200,2018
4,Greg Pence (R),N00041956,16200,Jennmar Corp,0,16200,2018
5,Greg Pence (R),N00041956,16200,Red Apple Group,0,16200,2018
6,Greg Pence (R),N00041956,15900,North American Midway Entertainment,0,15900,2018
7,Greg Pence (R),N00041956,10800,Poet LLC,5000,15800,2018
8,Greg Pence (R),N00041956,15100,Elwood Staffing,0,15100,2018
9,Greg Pence (R),N00041956,3775,Caterpillar Inc,10000,13775,2018
