,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Elissa Slotkin (D),N00041357,101003,Michigan State University,0,101003,2018
1,Elissa Slotkin (D),N00041357,76561,EMILY's List,10000,86561,2018
2,Elissa Slotkin (D),N00041357,71058,JStreetPAC,3887,74945,2018
3,Elissa Slotkin (D),N00041357,72187,Democracy Engine,0,72187,2018
4,Elissa Slotkin (D),N00041357,56721,University of Michigan,0,56721,2018
5,Elissa Slotkin (D),N00041357,29300,AmeriPAC: The Fund for a Greater America,10000,39300,2018
6,Elissa Slotkin (D),N00041357,33595,Google Inc,0,33595,2018
7,Elissa Slotkin (D),N00041357,21600,Democratic Congressional Campaign Cmte,10292,31892,2018
8,Elissa Slotkin (D),N00041357,25636,Bend The Arc Jewish Action,4798,30434,2018
9,Elissa Slotkin (D),N00041357,29939,Swing Left,0,29939,2018
0,Andy Levin (D),N00042149,0,GOALPAC,18400,18400,2018
1,Andy Levin (D),N00042149,11050,Honigman Miller Schwartz & Cohn Llp,0,11050,2018
2,Andy Levin (D),N00042149,700,Service Employees International Union,10000,10700,2018
3,Andy Levin (D),N00042149,0,American Crystal Sugar,10000,10000,2018
4,Andy Levin (D),N00042149,0,American Federation of State/Cnty/Munic Employees,10000,10000,2018
5,Andy Levin (D),N00042149,0,Carpenters & Joiners Union,10000,10000,2018
6,Andy Levin (D),N00042149,0,Communications Workers of America,10000,10000,2018
7,Andy Levin (D),N00042149,0,Laborers Union,10000,10000,2018
8,Andy Levin (D),N00042149,0,Machinists/Aerospace Workers Union,10000,10000,2018
9,Andy Levin (D),N00042149,0,National Assn of Realtors,10000,10000,2018
0,Haley Stevens (D),N00040915,63834,Swing Left,25,63859,2018
1,Haley Stevens (D),N00040915,44015,Democracy Engine,0,44015,2018
2,Haley Stevens (D),N00040915,21785,AmeriPAC: The Fund for a Greater America,5000,26785,2018
3,Haley Stevens (D),N00040915,24084,University of Michigan,0,24084,2018
4,Haley Stevens (D),N00040915,10130,EMILY's List,10000,20130,2018
5,Haley Stevens (D),N00040915,17891,Brogan & Partners,0,17891,2018
6,Haley Stevens (D),N00040915,12792,Henry Ford Health System,5000,17792,2018
7,Haley Stevens (D),N00040915,15802,Google Inc,0,15802,2018
8,Haley Stevens (D),N00040915,15000,Centerbridge Partners,0,15000,2018
9,Haley Stevens (D),N00040915,13641,Ford Motor Co,0,13641,2018
0,Rashida Tlaib (D),N00042649,15000,Eagle Canyon Capital,0,15000,2018
1,Rashida Tlaib (D),N00042649,0,United Food & Commercial Workers Union,12500,12500,2018
2,Rashida Tlaib (D),N00042649,12100,Access Inc,0,12100,2018
3,Rashida Tlaib (D),N00042649,1793,Moveon.org,10000,11793,2018
4,Rashida Tlaib (D),N00042649,10000,Farouk Systems,0,10000,2018
5,Rashida Tlaib (D),N00042649,3735,EMILY's List,5000,8735,2018
6,Rashida Tlaib (D),N00042649,8283,"Pitt, McGehee et al",0,8283,2018
7,Rashida Tlaib (D),N00042649,0,Justice Democrats,6997,6997,2018
8,Rashida Tlaib (D),N00042649,6750,Beaumont Health,0,6750,2018
9,Rashida Tlaib (D),N00042649,6600,Henry Ford Health System,0,6600,2018
0,Jim Hagedorn (R),N00031390,16200,Ames Construction,0,16200,2018
1,Jim Hagedorn (R),N00031390,16200,Hubbard Broadcasting,0,16200,2018
2,Jim Hagedorn (R),N00031390,15400,Fastenal Co,0,15400,2018
3,Jim Hagedorn (R),N00031390,0,Freedom Club of America,13000,13000,2018
4,Jim Hagedorn (R),N00031390,11050,Cargill Inc,0,11050,2018
5,Jim Hagedorn (R),N00031390,10800,Ats Trucking,0,10800,2018
6,Jim Hagedorn (R),N00031390,10800,Bernard Marcus Family Foundation,0,10800,2018
7,Jim Hagedorn (R),N00031390,10800,Dart Transit,0,10800,2018
8,Jim Hagedorn (R),N00031390,10800,Davisco Foods International,0,10800,2018
9,Jim Hagedorn (R),N00031390,10800,King Capital,0,10800,2018
