,cand_name,cid,indivs,org_name,pacs,total,cycle
0,John Sarbanes (D),N00027751,27750,Venable LLP,0,27750,2014
1,John Sarbanes (D),N00027751,21450,Johns Hopkins University,0,21450,2014
2,John Sarbanes (D),N00027751,15200,Clement Pappas & Co,0,15200,2014
3,John Sarbanes (D),N00027751,10400,Circle Management,0,10400,2014
4,John Sarbanes (D),N00027751,10400,KLM Construction,0,10400,2014
5,John Sarbanes (D),N00027751,10200,Whiting-Turner Contracting,0,10200,2014
6,John Sarbanes (D),N00027751,10000,Keyw Corp,0,10000,2014
7,John Sarbanes (D),N00027751,10000,Latham & Watkins,0,10000,2014
8,John Sarbanes (D),N00027751,10000,Park Circle Investments,0,10000,2014
9,John Sarbanes (D),N00027751,10000,T Rowe Price,0,10000,2014
0,John Sarbanes (D),N00027751,20840,Venable LLP,0,20840,2016
1,John Sarbanes (D),N00027751,13800,Latham & Watkins,0,13800,2016
2,John Sarbanes (D),N00027751,11800,T Rowe Price,0,11800,2016
3,John Sarbanes (D),N00027751,10800,Campbell Co,0,10800,2016
4,John Sarbanes (D),N00027751,10800,Keyw Corp,0,10800,2016
5,John Sarbanes (D),N00027751,10800,Klm Construction,0,10800,2016
6,John Sarbanes (D),N00027751,10800,Marcus & Millichap,0,10800,2016
7,John Sarbanes (D),N00027751,10800,Park Circle Investments,0,10800,2016
8,John Sarbanes (D),N00027751,10800,Stockton University,0,10800,2016
9,John Sarbanes (D),N00027751,10000,Johns Hopkins University,0,10000,2016
0,John Sarbanes (D),N00027751,17000,Venable LLP,0,17000,2018
1,John Sarbanes (D),N00027751,16993,Johns Hopkins University,0,16993,2018
2,John Sarbanes (D),N00027751,10800,Campbell Co,0,10800,2018
3,John Sarbanes (D),N00027751,10800,Circle Management,0,10800,2018
4,John Sarbanes (D),N00027751,10800,KLM Construction,0,10800,2018
5,John Sarbanes (D),N00027751,10800,Law Office of Peter T Nicholl,0,10800,2018
6,John Sarbanes (D),N00027751,10800,Marcus & Millichap,0,10800,2018
7,John Sarbanes (D),N00027751,10800,Park Circle Investments,0,10800,2018
8,John Sarbanes (D),N00027751,10800,T Rowe Price,0,10800,2018
9,John Sarbanes (D),N00027751,8900,Shelter Group,0,8900,2018
0,Steve Scalise (R),N00009660,80500,Votesane PAC,0,80500,2010
1,Steve Scalise (R),N00009660,12400,Google Inc,10000,22400,2010
2,Steve Scalise (R),N00009660,19500,Bollinger Shipyards,0,19500,2010
3,Steve Scalise (R),N00009660,13500,Comcast Corp,5000,18500,2010
4,Steve Scalise (R),N00009660,16800,Duty Free Americas,0,16800,2010
5,Steve Scalise (R),N00009660,11200,Stephens Inc,5000,16200,2010
6,Steve Scalise (R),N00009660,5300,Koch Industries,10000,15300,2010
7,Steve Scalise (R),N00009660,13600,S-3 Group,0,13600,2010
8,Steve Scalise (R),N00009660,10600,Acadian Ambulance Service,2500,13100,2010
9,Steve Scalise (R),N00009660,5000,Anthem Inc,7500,12500,2010
0,Steve Scalise (R),N00009660,21400,Edison Chouest Offshore,0,21400,2012
1,Steve Scalise (R),N00009660,14600,Morris & Dickson,0,14600,2012
2,Steve Scalise (R),N00009660,12500,Geocent LLC,0,12500,2012
3,Steve Scalise (R),N00009660,250,Shaw Group,10000,10250,2012
4,Steve Scalise (R),N00009660,0,American College of Radiology,10000,10000,2012
5,Steve Scalise (R),N00009660,0,AT&T Inc,10000,10000,2012
6,Steve Scalise (R),N00009660,0,Chevron Corp,10000,10000,2012
7,Steve Scalise (R),N00009660,0,DIRECTV Group,10000,10000,2012
8,Steve Scalise (R),N00009660,0,Every Republican is Crucial PAC,10000,10000,2012
9,Steve Scalise (R),N00009660,0,Koch Industries,10000,10000,2012
