,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Pete King (R),N00001193,20000,Woodbranch Investments,0,20000,2016
1,Pete King (R),N00001193,2650,Goldman Sachs,10000,12650,2016
2,Pete King (R),N00001193,10800,Empire Office Inc,0,10800,2016
3,Pete King (R),N00001193,10800,M Shanken Communications,0,10800,2016
4,Pete King (R),N00001193,0,Atlas Air Worldwide,10000,10000,2016
5,Pete King (R),N00001193,0,Carpenters & Joiners Union,10000,10000,2016
6,Pete King (R),N00001193,0,Deloitte LLP,10000,10000,2016
7,Pete King (R),N00001193,0,Friends of Medical Research,10000,10000,2016
8,Pete King (R),N00001193,0,General Dynamics,10000,10000,2016
9,Pete King (R),N00001193,0,Laborers Union,10000,10000,2016
0,Pete King (R),N00001193,16200,Winthrop Financial Assoc,0,16200,2018
1,Pete King (R),N00001193,5200,Goldman Sachs,7500,12700,2018
2,Pete King (R),N00001193,12300,Mack Co,0,12300,2018
3,Pete King (R),N00001193,1000,General Dynamics,10000,11000,2018
4,Pete King (R),N00001193,1000,National Assn of Realtors,10000,11000,2018
5,Pete King (R),N00001193,10800,Arizona Tile,0,10800,2018
6,Pete King (R),N00001193,10800,HJ Kalikow & Co,0,10800,2018
7,Pete King (R),N00001193,10800,Invemed Assoc,0,10800,2018
8,Pete King (R),N00001193,10800,M Shanken Communications,0,10800,2018
9,Pete King (R),N00001193,10800,Ranierei & Co,0,10800,2018
0,Steven A. King (R),N00025237,5000,Mail Services LLC,0,5000,2010
1,Steven A. King (R),N00025237,2800,Brownells Inc,0,2800,2010
2,Steven A. King (R),N00025237,2800,Kirke Financial Services,0,2800,2010
3,Steven A. King (R),N00025237,2800,Ruan Companies,0,2800,2010
4,Steven A. King (R),N00025237,2800,Seahawk Capital,0,2800,2010
5,Steven A. King (R),N00025237,2700,Beaumont Hospitals,0,2700,2010
6,Steven A. King (R),N00025237,2700,Manaska County Gop,0,2700,2010
7,Steven A. King (R),N00025237,2600,University of Mississippi,0,2600,2010
8,Steven A. King (R),N00025237,0,Blaine for Congress,2000,2000,2010
9,Steven A. King (R),N00025237,0,Takin Back America,2000,2000,2010
0,Steven A King (R),N00025237,212606,Club for Growth,0,212606,2012
1,Steven A King (R),N00025237,42415,Club for Growth Action,0,42415,2012
2,Steven A King (R),N00025237,17750,Sukup Manufacturing,0,17750,2012
3,Steven A King (R),N00025237,8900,Susan B Anthony List,7620,16520,2012
4,Steven A King (R),N00025237,15500,CNOS,0,15500,2012
5,Steven A King (R),N00025237,13500,Healthmark Ventures,0,13500,2012
6,Steven A King (R),N00025237,1400,National Rifle Assn,9900,11300,2012
7,Steven A King (R),N00025237,11000,Terra Industries,0,11000,2012
8,Steven A King (R),N00025237,0,AG Processing,10000,10000,2012
9,Steven A King (R),N00025237,0,American Bankers Assn,10000,10000,2012
0,Steven A King (R),N00025237,14500,Sukup Manufacturing,0,14500,2014
1,Steven A King (R),N00025237,11900,Doll Distributing,0,11900,2014
2,Steven A King (R),N00025237,10400,Holden's Foundation Seed,0,10400,2014
3,Steven A King (R),N00025237,10400,Mail Services LLC,0,10400,2014
4,Steven A King (R),N00025237,10400,Windway Capital,0,10400,2014
5,Steven A King (R),N00025237,10100,CNOS,0,10100,2014
6,Steven A King (R),N00025237,0,American Bankers Assn,10000,10000,2014
7,Steven A King (R),N00025237,0,American Crystal Sugar,10000,10000,2014
8,Steven A King (R),N00025237,0,AT&T Inc,10000,10000,2014
9,Steven A King (R),N00025237,0,Citizens United,10000,10000,2014
