,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Eric Swalwell (D),N00033508,21300,Mackenzie Capital Management,0,21300,2016
1,Eric Swalwell (D),N00033508,16200,"Law Offices of Jeremy D, Weinsttein",0,16200,2016
2,Eric Swalwell (D),N00033508,13500,Sunset Development,0,13500,2016
3,Eric Swalwell (D),N00033508,5400,Calpine Corp,7000,12400,2016
4,Eric Swalwell (D),N00033508,1450,Intel Corp,10000,11450,2016
5,Eric Swalwell (D),N00033508,8300,Wells Fargo,3000,11300,2016
6,Eric Swalwell (D),N00033508,11175,Dell EMC,0,11175,2016
7,Eric Swalwell (D),N00033508,10800,Marble Bridge Funding Group,0,10800,2016
8,Eric Swalwell (D),N00033508,10800,Pleasanton Garbage Services,0,10800,2016
9,Eric Swalwell (D),N00033508,775,PG&E Corp,10000,10775,2016
0,Eric Swalwell (D),N00033508,20600,Mackenzie Capital Management,0,20600,2018
1,Eric Swalwell (D),N00033508,19600,Consero Group,0,19600,2018
2,Eric Swalwell (D),N00033508,14920,"Simpson, Thacher & Bartlett",0,14920,2018
3,Eric Swalwell (D),N00033508,14645,JStreetPAC,0,14645,2018
4,Eric Swalwell (D),N00033508,11035,Oracle Corp,2780,13815,2018
5,Eric Swalwell (D),N00033508,13800,"Kleiner, Perkins et al",0,13800,2018
6,Eric Swalwell (D),N00033508,5900,Calpine Corp,7500,13400,2018
7,Eric Swalwell (D),N00033508,12600,Workday Inc,0,12600,2018
8,Eric Swalwell (D),N00033508,10800,Apex Covantage,0,10800,2018
9,Eric Swalwell (D),N00033508,10800,Blackstone Group,0,10800,2018
0,Julia Brownley (D),N00034254,21190,"Pachulski, Stang et al",0,21190,2012
1,Julia Brownley (D),N00034254,8600,EMILY'S List,10000,18600,2012
2,Julia Brownley (D),N00034254,3500,Democratic Congressional Campaign Cmte,9336,12836,2012
3,Julia Brownley (D),N00034254,10750,Nova Development,0,10750,2012
4,Julia Brownley (D),N00034254,10500,Patagonia Works,0,10500,2012
5,Julia Brownley (D),N00034254,0,American Assn for Justice,10000,10000,2012
6,Julia Brownley (D),N00034254,0,American Federation of State/Cnty/Munic Employees,10000,10000,2012
7,Julia Brownley (D),N00034254,0,American Federation of Teachers,10000,10000,2012
8,Julia Brownley (D),N00034254,0,AmeriPAC: The Fund for a Greater America,10000,10000,2012
9,Julia Brownley (D),N00034254,0,BRIDGE PAC,10000,10000,2012
0,Julia Brownley (D),N00034254,29100,EMILY's List,10000,39100,2014
1,Julia Brownley (D),N00034254,26694,League of Conservation Voters,8703,35397,2014
2,Julia Brownley (D),N00034254,22150,Democratic Congressional Campaign Cmte,9828,31978,2014
3,Julia Brownley (D),N00034254,23900,"Pachulski, Stang et al",0,23900,2014
4,Julia Brownley (D),N00034254,2600,Democrats Win Seats PAC,12600,15200,2014
5,Julia Brownley (D),N00034254,0,American Federation of Teachers,15000,15000,2014
6,Julia Brownley (D),N00034254,0,National Education Assn,14000,14000,2014
7,Julia Brownley (D),N00034254,3500,AmeriPAC: The Fund for a Greater America,10000,13500,2014
8,Julia Brownley (D),N00034254,0,Human Rights Campaign,12500,12500,2014
9,Julia Brownley (D),N00034254,0,Working Blue Democratic Club,12000,12000,2014
0,Julia Brownley (D),N00034254,27375,JStreetPAC,0,27375,2016
1,Julia Brownley (D),N00034254,15688,University of California/Los Angeles,0,15688,2016
2,Julia Brownley (D),N00034254,5250,Anthem Inc,10000,15250,2016
3,Julia Brownley (D),N00034254,8150,League of Conservation Voters,5023,13173,2016
4,Julia Brownley (D),N00034254,6100,Democratic Congressional Campaign Cmte,6817,12917,2016
5,Julia Brownley (D),N00034254,0,"Masters, Mates & Pilots Union",12500,12500,2016
6,Julia Brownley (D),N00034254,1945,PricewaterhouseCoopers,10000,11945,2016
7,Julia Brownley (D),N00034254,5505,Amgen Inc,6000,11505,2016
8,Julia Brownley (D),N00034254,10800,AVT Ventures,0,10800,2016
9,Julia Brownley (D),N00034254,10800,Creative Artists Agency,0,10800,2016
