,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Steven Daines (R),N00033054,22000,Yellowstone Bank,0,22000,2012
1,Steven Daines (R),N00033054,15125,Oracle Service Cloud,0,15125,2012
2,Steven Daines (R),N00033054,5000,Boeing Co,10000,15000,2012
3,Steven Daines (R),N00033054,14800,Barnard Construction,0,14800,2012
4,Steven Daines (R),N00033054,14500,Langlas & Assoc,0,14500,2012
5,Steven Daines (R),N00033054,8950,Procter & Gamble,5000,13950,2012
6,Steven Daines (R),N00033054,13000,Nance Petroleum,0,13000,2012
7,Steven Daines (R),N00033054,10000,Augustus Energy,0,10000,2012
8,Steven Daines (R),N00033054,0,BNSF Railway,10000,10000,2012
9,Steven Daines (R),N00033054,0,Citizens United,10000,10000,2012
0,Steven Daines (R),N00033054,102600,Elliott Management,0,102600,2014
1,Steven Daines (R),N00033054,23400,Procter & Gamble,10000,33400,2014
2,Steven Daines (R),N00033054,20800,Koch Industries,10000,30800,2014
3,Steven Daines (R),N00033054,26000,Amway/Alticor Inc,2000,28000,2014
4,Steven Daines (R),N00033054,26800,Langlas & Assoc,0,26800,2014
5,Steven Daines (R),N00033054,25800,Yellowstone Bank,0,25800,2014
6,Steven Daines (R),N00033054,13900,Goldman Sachs,10000,23900,2014
7,Steven Daines (R),N00033054,20800,AQR Capital Management,0,20800,2014
8,Steven Daines (R),N00033054,20800,Land & Co,0,20800,2014
9,Steven Daines (R),N00033054,20800,Wynn Resorts,0,20800,2014
0,Richard Hudson (R),N00033630,18000,US House of Representatives,0,18000,2012
1,Richard Hudson (R),N00033630,0,House Conservatives Fund,17076,17076,2012
2,Richard Hudson (R),N00033630,1000,PricewaterhouseCoopers,15000,16000,2012
3,Richard Hudson (R),N00033630,250,Exxon Mobil,15000,15250,2012
4,Richard Hudson (R),N00033630,0,American College of Radiology,15000,15000,2012
5,Richard Hudson (R),N00033630,0,American Society of Anesthesiologists,15000,15000,2012
6,Richard Hudson (R),N00033630,0,Every Republican is Crucial PAC,15000,15000,2012
7,Richard Hudson (R),N00033630,0,Freedom Project,15000,15000,2012
8,Richard Hudson (R),N00033630,0,Majority Cmte PAC,15000,15000,2012
9,Richard Hudson (R),N00033630,0,American Assn of Neurological Surgeons,12500,12500,2012
0,Richard Hudson (R),N00033630,16200,Hendrick Motorsports,0,16200,2014
1,Richard Hudson (R),N00033630,16100,Hendrick Automotive,0,16100,2014
2,Richard Hudson (R),N00033630,11000,Cox Brothers Farms,0,11000,2014
3,Richard Hudson (R),N00033630,10400,Wallace & Graham,0,10400,2014
4,Richard Hudson (R),N00033630,0,Air Line Pilots Assn,10000,10000,2014
5,Richard Hudson (R),N00033630,0,American Bankers Assn,10000,10000,2014
6,Richard Hudson (R),N00033630,0,American Institute of CPAs,10000,10000,2014
7,Richard Hudson (R),N00033630,0,American Society of Anesthesiologists,10000,10000,2014
8,Richard Hudson (R),N00033630,0,CSX Corp,10000,10000,2014
9,Richard Hudson (R),N00033630,0,Deloitte LLP,10000,10000,2014
0,Richard Hudson (R),N00033630,16200,Richard Childress Racing,0,16200,2016
1,Richard Hudson (R),N00033630,16050,Hendrick Motorsports,0,16050,2016
2,Richard Hudson (R),N00033630,0,American Institute of CPAs,15000,15000,2016
3,Richard Hudson (R),N00033630,0,Home Depot,15000,15000,2016
4,Richard Hudson (R),N00033630,0,Koch Industries,15000,15000,2016
5,Richard Hudson (R),N00033630,0,Prosperity Action,15000,15000,2016
6,Richard Hudson (R),N00033630,14400,Hendrick Automotive,0,14400,2016
7,Richard Hudson (R),N00033630,0,Altria Group,14000,14000,2016
8,Richard Hudson (R),N00033630,0,National Assn of Realtors,14000,14000,2016
9,Richard Hudson (R),N00033630,5400,Publix Super Markets,7500,12900,2016
