,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Jerry Moran (R),N00005282,40500,Burns & McDonnell,10000,50500,2016
1,Jerry Moran (R),N00005282,26800,BNSF Railway,10000,36800,2016
2,Jerry Moran (R),N00005282,24125,Polsinelli PC,7000,31125,2016
3,Jerry Moran (R),N00005282,19900,Koch Industries,10000,29900,2016
4,Jerry Moran (R),N00005282,17450,Kansas City Southern,9000,26450,2016
5,Jerry Moran (R),N00005282,26100,Ciciora Custom Homes,0,26100,2016
6,Jerry Moran (R),N00005282,14500,Enterprise Rent-A-Car,10000,24500,2016
7,Jerry Moran (R),N00005282,12800,DISH Network,10000,22800,2016
8,Jerry Moran (R),N00005282,21850,Watco Companies,0,21850,2016
9,Jerry Moran (R),N00005282,11500,Union Pacific Corp,10000,21500,2016
0,Lisa Murkowski (R),N00026050,47400,Cheniere Energy,4000,51400,2010
1,Lisa Murkowski (R),N00026050,29600,Saltchuk Resources,9000,38600,2010
2,Lisa Murkowski (R),N00026050,33200,Energy Transfer Partners,5000,38200,2010
3,Lisa Murkowski (R),N00026050,30650,ConocoPhillips,7400,38050,2010
4,Lisa Murkowski (R),N00026050,37800,Elliott Management,0,37800,2010
5,Lisa Murkowski (R),N00026050,34750,Trident Seafoods,2700,37450,2010
6,Lisa Murkowski (R),N00026050,31650,PG&E Corp,5000,36650,2010
7,Lisa Murkowski (R),N00026050,35100,KKR & Co,0,35100,2010
8,Lisa Murkowski (R),N00026050,32515,Alaska Airlines,0,32515,2010
9,Lisa Murkowski (R),N00026050,16350,BP,15500,31850,2010
0,Lisa Murkowski (R),N00026050,48150,PG&E Corp,11000,59150,2016
1,Lisa Murkowski (R),N00026050,39000,Cheniere Energy,10000,49000,2016
2,Lisa Murkowski (R),N00026050,43000,Elliott Management,0,43000,2016
3,Lisa Murkowski (R),N00026050,33200,Energy Transfer Partners,7500,40700,2016
4,Lisa Murkowski (R),N00026050,25700,ConocoPhillips,10000,35700,2016
5,Lisa Murkowski (R),N00026050,35100,KKR & Co,0,35100,2016
6,Lisa Murkowski (R),N00026050,25000,Saltchuk Resources,10000,35000,2016
7,Lisa Murkowski (R),N00026050,34000,Trident Seafoods,0,34000,2016
8,Lisa Murkowski (R),N00026050,22958,DTE Energy,10000,32958,2016
9,Lisa Murkowski (R),N00026050,21800,Chevron Corp,10000,31800,2016
0,Christopher S Murphy (D),N00027566,151583,"Paul, Weiss et al",0,151583,2010
1,Christopher S Murphy (D),N00027566,101747,Yale University,0,101747,2010
2,Christopher S Murphy (D),N00027566,61540,JStreetPAC,0,61540,2010
3,Christopher S Murphy (D),N00027566,43688,Jpmorgan Chase & Co,2500,46188,2010
4,Christopher S Murphy (D),N00027566,42495,Sullivan & Cromwell,0,42495,2010
5,Christopher S Murphy (D),N00027566,25310,Morgan Stanley,7500,32810,2010
6,Christopher S Murphy (D),N00027566,31718,"Lieff, Cabraser et al",0,31718,2010
7,Christopher S Murphy (D),N00027566,20938,Charter Communications,10000,30938,2010
8,Christopher S Murphy (D),N00027566,27700,Simmons Hanly Conroy,0,27700,2010
9,Christopher S Murphy (D),N00027566,18834,Citigroup Inc,8500,27334,2010
0,Christopher S Murphy (D),N00027566,26502,Moveon.org,86362,112864,2012
1,Christopher S Murphy (D),N00027566,63751,Yale University,0,63751,2012
2,Christopher S Murphy (D),N00027566,38350,League of Conservation Voters,8638,46988,2012
3,Christopher S Murphy (D),N00027566,44916,"Koskoff, Koskoff & Bieder",0,44916,2012
4,Christopher S Murphy (D),N00027566,30500,Travelers Companies,10000,40500,2012
5,Christopher S Murphy (D),N00027566,36000,Sullivan & Cromwell,0,36000,2012
6,Christopher S Murphy (D),N00027566,35511,Shipman & Goodwin,0,35511,2012
7,Christopher S Murphy (D),N00027566,18950,Hartford Financial Services,15000,33950,2012
8,Christopher S Murphy (D),N00027566,17000,JPMorgan Chase & Co,15000,32000,2012
9,Christopher S Murphy (D),N00027566,20250,Comcast Corp,10000,30250,2012
