,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Nydia M Velazquez (D),N00001102,2500,Goldman Sachs,10000,12500,2012
1,Nydia M Velazquez (D),N00001102,0,American Crystal Sugar,10000,10000,2012
2,Nydia M Velazquez (D),N00001102,0,American Federation of Teachers,10000,10000,2012
3,Nydia M Velazquez (D),N00001102,0,Bank of America,10000,10000,2012
4,Nydia M Velazquez (D),N00001102,0,International Brotherhood of Electrical Workers,10000,10000,2012
5,Nydia M Velazquez (D),N00001102,0,Machinists/Aerospace Workers Union,10000,10000,2012
6,Nydia M Velazquez (D),N00001102,0,National Assn of Realtors,10000,10000,2012
7,Nydia M Velazquez (D),N00001102,0,National Propane Gas Assn,10000,10000,2012
8,Nydia M Velazquez (D),N00001102,0,New Millennium PAC,10000,10000,2012
9,Nydia M Velazquez (D),N00001102,0,Operating Engineers Union,10000,10000,2012
0,Nydia M Velazquez (D),N00001102,35750,Votesane PAC,0,35750,2014
1,Nydia M Velazquez (D),N00001102,10000,Adam's European Contracting,0,10000,2014
2,Nydia M Velazquez (D),N00001102,0,American Crystal Sugar,10000,10000,2014
3,Nydia M Velazquez (D),N00001102,0,National Assn of Realtors,10000,10000,2014
4,Nydia M Velazquez (D),N00001102,0,National Roofing Contractors Assn,10000,10000,2014
5,Nydia M Velazquez (D),N00001102,0,Off The Sidelines,10000,10000,2014
6,Nydia M Velazquez (D),N00001102,0,Independent Community Bankers of America,8500,8500,2014
7,Nydia M Velazquez (D),N00001102,0,American Federation of State/Cnty/Munic Employees,7500,7500,2014
8,Nydia M Velazquez (D),N00001102,0,American Institute of CPAs,7000,7000,2014
9,Nydia M Velazquez (D),N00001102,6450,Tonio Burgos & Assoc,0,6450,2014
0,Nydia M Velazquez (D),N00001102,10800,Omega Investments,0,10800,2016
1,Nydia M Velazquez (D),N00001102,10800,Oriental Financial Group,0,10800,2016
2,Nydia M Velazquez (D),N00001102,0,American Federation of State/Cnty/Munic Employees,10000,10000,2016
3,Nydia M Velazquez (D),N00001102,0,American Federation of Teachers,10000,10000,2016
4,Nydia M Velazquez (D),N00001102,0,AmeriPAC: The Fund for a Greater America,10000,10000,2016
5,Nydia M Velazquez (D),N00001102,0,Committee for Hispanic Causes-BOLD PAC,10000,10000,2016
6,Nydia M Velazquez (D),N00001102,0,International Brotherhood of Electrical Workers,10000,10000,2016
7,Nydia M Velazquez (D),N00001102,0,Laborers Union,10000,10000,2016
8,Nydia M Velazquez (D),N00001102,0,Machinists/Aerospace Workers Union,10000,10000,2016
9,Nydia M Velazquez (D),N00001102,0,National Assn of Realtors,10000,10000,2016
0,Nydia M Velazquez (D),N00001102,13625,JStreetPAC,1000,14625,2018
1,Nydia M Velazquez (D),N00001102,4000,American Assn of Orthodontists,10000,14000,2018
2,Nydia M Velazquez (D),N00001102,0,American Federation of State/Cnty/Munic Employees,10000,10000,2018
3,Nydia M Velazquez (D),N00001102,0,American Federation of Teachers,10000,10000,2018
4,Nydia M Velazquez (D),N00001102,0,Bank of New York Mellon,10000,10000,2018
5,Nydia M Velazquez (D),N00001102,0,Capital One Financial,10000,10000,2018
6,Nydia M Velazquez (D),N00001102,0,Council of Insurance Agents & Brokers,10000,10000,2018
7,Nydia M Velazquez (D),N00001102,0,Deloitte LLP,10000,10000,2018
8,Nydia M Velazquez (D),N00001102,0,Experian,10000,10000,2018
9,Nydia M Velazquez (D),N00001102,0,KPMG LLP,10000,10000,2018
0,Pete Visclosky (D),N00003813,21500,General Dynamics,10000,31500,2010
1,Pete Visclosky (D),N00003813,0,L3Harris Technologies,20000,20000,2010
2,Pete Visclosky (D),N00003813,6400,MacAndrews & Forbes,10000,16400,2010
3,Pete Visclosky (D),N00003813,5800,BAE Systems,10000,15800,2010
4,Pete Visclosky (D),N00003813,0,Boeing Co,10000,10000,2010
5,Pete Visclosky (D),N00003813,0,Cubic Corp,10000,10000,2010
6,Pete Visclosky (D),N00003813,10000,Innovative Defense Technologies,0,10000,2010
7,Pete Visclosky (D),N00003813,0,Leidos Inc,10000,10000,2010
8,Pete Visclosky (D),N00003813,0,Raytheon Co,10000,10000,2010
9,Pete Visclosky (D),N00003813,0,Textron Inc,9000,9000,2010
