,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Cheri Bustos (D),N00033390,30850,JStreetPAC,0,30850,2016
1,Cheri Bustos (D),N00033390,20100,Simmons Hanly Conroy,0,20100,2016
2,Cheri Bustos (D),N00033390,8525,Exelon Corp,10000,18525,2016
3,Cheri Bustos (D),N00033390,3000,New Democrat Coalition,10000,13000,2016
4,Cheri Bustos (D),N00033390,2927,Boeing Co,10000,12927,2016
5,Cheri Bustos (D),N00033390,2500,National Auto Dealers Assn,10000,12500,2016
6,Cheri Bustos (D),N00033390,1000,AmeriPAC: The Fund for a Greater America,10000,11000,2016
7,Cheri Bustos (D),N00033390,1000,General Electric,10000,11000,2016
8,Cheri Bustos (D),N00033390,1000,Independent Insurance Agents & Brokers of America,10000,11000,2016
9,Cheri Bustos (D),N00033390,10600,Iowa Health System,0,10600,2016
0,Cheri Bustos (D),N00033390,99500,Votesane PAC,0,99500,2018
1,Cheri Bustos (D),N00033390,37400,JStreetPAC,0,37400,2018
2,Cheri Bustos (D),N00033390,15318,Exelon Corp,10000,25318,2018
3,Cheri Bustos (D),N00033390,24800,Simmons Hanly Conroy,0,24800,2018
4,Cheri Bustos (D),N00033390,17874,Emily's List,5000,22874,2018
5,Cheri Bustos (D),N00033390,15650,"Skadden, Arps et al",0,15650,2018
6,Cheri Bustos (D),N00033390,15245,American Airlines,0,15245,2018
7,Cheri Bustos (D),N00033390,5000,New Democrat Coalition,10000,15000,2018
8,Cheri Bustos (D),N00033390,12601,State of Illinois,0,12601,2018
9,Cheri Bustos (D),N00033390,1411,Deere & Co,10000,11411,2018
0,Jackie Walorski (R),N00031226,28500,Peoplelink,0,28500,2012
1,Jackie Walorski (R),N00031226,20750,Richmond Master Distributors,0,20750,2012
2,Jackie Walorski (R),N00031226,17400,Forest River Inc,0,17400,2012
3,Jackie Walorski (R),N00031226,7000,Susan B Anthony List,7630,14630,2012
4,Jackie Walorski (R),N00031226,13000,Hiler Industries,0,13000,2012
5,Jackie Walorski (R),N00031226,12300,Weaver Popcorn,0,12300,2012
6,Jackie Walorski (R),N00031226,11500,Martins Supermarkets,0,11500,2012
7,Jackie Walorski (R),N00031226,11250,Bremen Castings,0,11250,2012
8,Jackie Walorski (R),N00031226,11150,Stripco Inc,0,11150,2012
9,Jackie Walorski (R),N00031226,10775,McDowell Enterprises,0,10775,2012
0,Jackie Walorski (R),N00031226,21800,MacAndrews & Forbes,5000,26800,2014
1,Jackie Walorski (R),N00031226,25300,Bremen Castings,0,25300,2014
2,Jackie Walorski (R),N00031226,19650,AM General Corp,5000,24650,2014
3,Jackie Walorski (R),N00031226,21400,Maple Leaf Farms,0,21400,2014
4,Jackie Walorski (R),N00031226,18199,Hoosier Racing Tire,0,18199,2014
5,Jackie Walorski (R),N00031226,15400,HQ Investments,0,15400,2014
6,Jackie Walorski (R),N00031226,13000,Damping Technologies,0,13000,2014
7,Jackie Walorski (R),N00031226,12191,Richmond Master Distributors,0,12191,2014
8,Jackie Walorski (R),N00031226,1750,New York Life Insurance,10000,11750,2014
9,Jackie Walorski (R),N00031226,11400,Forest River Inc,0,11400,2014
0,Jackie Walorski (R),N00031226,42000,Bremen Castings,0,42000,2016
1,Jackie Walorski (R),N00031226,9100,MacAndrews & Forbes,10000,19100,2016
2,Jackie Walorski (R),N00031226,19100,Midwest Poultry Services,0,19100,2016
3,Jackie Walorski (R),N00031226,17200,Forest River Inc,0,17200,2016
4,Jackie Walorski (R),N00031226,16200,Hoosier Racing Tire,0,16200,2016
5,Jackie Walorski (R),N00031226,16200,Maple Leaf Farms,0,16200,2016
6,Jackie Walorski (R),N00031226,11100,Crowe LLP,5000,16100,2016
7,Jackie Walorski (R),N00031226,15500,Jayco Inc,0,15500,2016
8,Jackie Walorski (R),N00031226,14300,Grand Design RV,0,14300,2016
9,Jackie Walorski (R),N00031226,4000,Eli Lilly & Co,10000,14000,2016
