,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Angus King (I),N00034580,27150,"Bernstein, Shur et al",0,27150,2012
1,Angus King (I),N00034580,24749,Democracy Engine,0,24749,2012
2,Angus King (I),N00034580,11500,Council for a Livable World,5817,17317,2012
3,Angus King (I),N00034580,12250,Patton Boggs LLP,5000,17250,2012
4,Angus King (I),N00034580,16869,Pierce Atwood Llp,0,16869,2012
5,Angus King (I),N00034580,16108,Bowdoin College,0,16108,2012
6,Angus King (I),N00034580,15000,Lee Auto Mall,0,15000,2012
7,Angus King (I),N00034580,15000,Motley Rice LLC,0,15000,2012
8,Angus King (I),N00034580,14200,Spectrum Medical Group,0,14200,2012
9,Angus King (I),N00034580,13300,First Wind,0,13300,2012
0,Angus King (I),N00034580,88085,JStreetPAC,0,88085,2018
1,Angus King (I),N00034580,31300,Northrop Grumman,10000,41300,2018
2,Angus King (I),N00034580,35650,Bath Iron Works,0,35650,2018
3,Angus King (I),N00034580,35600,Paloma Partners,0,35600,2018
4,Angus King (I),N00034580,21854,League of Conservation Voters,9999,31853,2018
5,Angus King (I),N00034580,21500,General Dynamics,10000,31500,2018
6,Angus King (I),N00034580,17286,Unum Group,10000,27286,2018
7,Angus King (I),N00034580,27025,"Bernstein, Shur et al",0,27025,2018
8,Angus King (I),N00034580,27000,Cooney & Conway,0,27000,2018
9,Angus King (I),N00034580,22425,Democracy Engine,0,22425,2018
0,Dan Kildee (D),N00033395,12500,Shaltz Automation,0,12500,2012
1,Dan Kildee (D),N00033395,11500,Ietan Consulting,0,11500,2012
2,Dan Kildee (D),N00033395,0,American Assn for Justice,10000,10000,2012
3,Dan Kildee (D),N00033395,0,American Crystal Sugar,10000,10000,2012
4,Dan Kildee (D),N00033395,0,American Federation of Teachers,10000,10000,2012
5,Dan Kildee (D),N00033395,0,Carpenters & Joiners Union,10000,10000,2012
6,Dan Kildee (D),N00033395,10000,Charles Stewart Mott Foundation,0,10000,2012
7,Dan Kildee (D),N00033395,0,International Assn of Fire Fighters,10000,10000,2012
8,Dan Kildee (D),N00033395,0,International Brotherhood of Electrical Workers,10000,10000,2012
9,Dan Kildee (D),N00033395,0,Machinists/Aerospace Workers Union,10000,10000,2012
0,Dan Kildee (D),N00033395,0,American Crystal Sugar,10000,10000,2014
1,Dan Kildee (D),N00033395,0,CMS Energy,10000,10000,2014
2,Dan Kildee (D),N00033395,0,Credit Union National Assn,10000,10000,2014
3,Dan Kildee (D),N00033395,0,DTE Energy,10000,10000,2014
4,Dan Kildee (D),N00033395,0,Ford Motor Co,10000,10000,2014
5,Dan Kildee (D),N00033395,0,International Brotherhood of Electrical Workers,10000,10000,2014
6,Dan Kildee (D),N00033395,0,Ironworkers Union,10000,10000,2014
7,Dan Kildee (D),N00033395,0,Laborers Union,10000,10000,2014
8,Dan Kildee (D),N00033395,0,Machinists/Aerospace Workers Union,10000,10000,2014
9,Dan Kildee (D),N00033395,0,National Assn of Insurance & Financial Advisors,10000,10000,2014
0,Dan Kildee (D),N00033395,0,Farm Credit Council,15000,15000,2016
1,Dan Kildee (D),N00033395,150,Dykema Gossett,10000,10150,2016
2,Dan Kildee (D),N00033395,150,United Auto Workers,10000,10150,2016
3,Dan Kildee (D),N00033395,25,DTE Energy,10000,10025,2016
4,Dan Kildee (D),N00033395,0,American Crystal Sugar,10000,10000,2016
5,Dan Kildee (D),N00033395,0,Carpenters & Joiners Union,10000,10000,2016
6,Dan Kildee (D),N00033395,0,CMS Energy,10000,10000,2016
7,Dan Kildee (D),N00033395,0,Communications Workers of America,10000,10000,2016
8,Dan Kildee (D),N00033395,0,Ernst & Young,10000,10000,2016
9,Dan Kildee (D),N00033395,0,Ford Motor Co,10000,10000,2016
