,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Douglas L Lamborn (R),N00028133,10800,PCS Wireless,0,10800,2016
1,Douglas L Lamborn (R),N00028133,500,Sierra Nevada Corp,10000,10500,2016
2,Douglas L Lamborn (R),N00028133,0,American Society of Anesthesiologists,10000,10000,2016
3,Douglas L Lamborn (R),N00028133,0,Boeing Co,10000,10000,2016
4,Douglas L Lamborn (R),N00028133,0,Koch Industries,10000,10000,2016
5,Douglas L Lamborn (R),N00028133,0,Lockheed Martin,10000,10000,2016
6,Douglas L Lamborn (R),N00028133,0,Majority Cmte PAC,10000,10000,2016
7,Douglas L Lamborn (R),N00028133,0,National Auto Dealers Assn,10000,10000,2016
8,Douglas L Lamborn (R),N00028133,0,National Mining Assn,10000,10000,2016
9,Douglas L Lamborn (R),N00028133,0,Northrop Grumman,10000,10000,2016
0,Douglas L Lamborn (R),N00028133,13500,DISH Network,1500,15000,2018
1,Douglas L Lamborn (R),N00028133,5400,Sierra Nevada Corp,7000,12400,2018
2,Douglas L Lamborn (R),N00028133,10800,MDC Holdings,0,10800,2018
3,Douglas L Lamborn (R),N00028133,0,American Society of Anesthesiologists,10000,10000,2018
4,Douglas L Lamborn (R),N00028133,0,Boeing Co,10000,10000,2018
5,Douglas L Lamborn (R),N00028133,0,Desert Caucus,10000,10000,2018
6,Douglas L Lamborn (R),N00028133,0,Harris Corp,10000,10000,2018
7,Douglas L Lamborn (R),N00028133,0,Honeywell International,10000,10000,2018
8,Douglas L Lamborn (R),N00028133,0,Intel Corp,10000,10000,2018
9,Douglas L Lamborn (R),N00028133,0,Koch Industries,10000,10000,2018
0,Jim Langevin (D),N00009724,1000,Raytheon Co,10000,11000,2010
1,Jim Langevin (D),N00009724,5600,Northrop Grumman,2500,8100,2010
2,Jim Langevin (D),N00009724,0,Lockheed Martin,8000,8000,2010
3,Jim Langevin (D),N00009724,8000,Peck Madigan Jones,0,8000,2010
4,Jim Langevin (D),N00009724,0,Oceans PAC,7500,7500,2010
5,Jim Langevin (D),N00009724,0,General Dynamics,6500,6500,2010
6,Jim Langevin (D),N00009724,0,Boeing Co,6000,6000,2010
7,Jim Langevin (D),N00009724,5600,Bluewater Wireless,0,5600,2010
8,Jim Langevin (D),N00009724,5600,Fabiani & Co,0,5600,2010
9,Jim Langevin (D),N00009724,4300,Van Scoyoc Assoc,1044,5344,2010
0,Jim Langevin (D),N00009724,5150,Raytheon Co,10000,15150,2012
1,Jim Langevin (D),N00009724,12700,Electric Boat Corp,0,12700,2012
2,Jim Langevin (D),N00009724,2150,General Dynamics,10000,12150,2012
3,Jim Langevin (D),N00009724,0,American Assn for Justice,10000,10000,2012
4,Jim Langevin (D),N00009724,0,American College of Emergency Physicians,10000,10000,2012
5,Jim Langevin (D),N00009724,0,American Federation of State/Cnty/Munic Employees,10000,10000,2012
6,Jim Langevin (D),N00009724,0,Boeing Co,10000,10000,2012
7,Jim Langevin (D),N00009724,0,Deloitte LLP,10000,10000,2012
8,Jim Langevin (D),N00009724,0,Honeywell International,10000,10000,2012
9,Jim Langevin (D),N00009724,0,International Brotherhood of Electrical Workers,10000,10000,2012
0,Jim Langevin (D),N00009724,9100,General Dynamics,10000,19100,2014
1,Jim Langevin (D),N00009724,5200,Northrop Grumman,10000,15200,2014
2,Jim Langevin (D),N00009724,14200,Electric Boat Corp,0,14200,2014
3,Jim Langevin (D),N00009724,3250,Raytheon Co,10000,13250,2014
4,Jim Langevin (D),N00009724,0,"Sheet Metal, Air, Rail & Transportation Union",12500,12500,2014
5,Jim Langevin (D),N00009724,1000,American Federation of Teachers,10000,11000,2014
6,Jim Langevin (D),N00009724,0,American Assn for Justice,10000,10000,2014
7,Jim Langevin (D),N00009724,0,American College of Emergency Physicians,10000,10000,2014
8,Jim Langevin (D),N00009724,0,Bechtel Group,10000,10000,2014
9,Jim Langevin (D),N00009724,0,Boeing Co,10000,10000,2014
