,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Tina Smith (D),N00042353,247426,EMILY's List,15000,262426,2017
1,Tina Smith (D),N00042353,156414,Democracy Engine,0,156414,2017
2,Tina Smith (D),N00042353,75373,University of Minnesota,0,75373,2017
3,Tina Smith (D),N00042353,66675,Signature Bank,0,66675,2017
4,Tina Smith (D),N00042353,50875,Lockridge Grindal Nauen PLLP,13178,64053,2017
5,Tina Smith (D),N00042353,34060,Ecolab Inc,15000,49060,2017
6,Tina Smith (D),N00042353,27640,Xcel Energy,11000,38640,2017
7,Tina Smith (D),N00042353,35870,State of Minnesota,0,35870,2017
8,Tina Smith (D),N00042353,19153,Wells Fargo,16000,35153,2017
9,Tina Smith (D),N00042353,18200,Capital Group Companies,15000,33200,2017
0,Conor Lamb (D),N00041870,74804,JStreetPAC,500,75304,2018
1,Conor Lamb (D),N00041870,43710,University of Pittsburgh,0,43710,2018
2,Conor Lamb (D),N00041870,33778,University of Pennsylvania,0,33778,2018
3,Conor Lamb (D),N00041870,32467,University of Pittsburgh Medical Center,0,32467,2018
4,Conor Lamb (D),N00041870,28416,PNC Bank Corp,0,28416,2018
5,Conor Lamb (D),N00041870,27717,Google Inc,0,27717,2018
6,Conor Lamb (D),N00041870,22980,Carnegie Mellon University,0,22980,2018
7,Conor Lamb (D),N00041870,22900,Jones Day,0,22900,2018
8,Conor Lamb (D),N00041870,22300,Campbell & Levine,0,22300,2018
9,Conor Lamb (D),N00041870,22280,K&L Gates,0,22280,2018
0,Debbie Lesko (R),N00042056,146026,House Freedom Fund,11800,157826,2018
1,Debbie Lesko (R),N00042056,27300,Pinnacle West Capital,20000,47300,2018
2,Debbie Lesko (R),N00042056,21600,21st Century Healthcare,0,21600,2018
3,Debbie Lesko (R),N00042056,21600,Arizona Diamondbacks,0,21600,2018
4,Debbie Lesko (R),N00042056,0,Koch Industries,20000,20000,2018
5,Debbie Lesko (R),N00042056,0,Majority Cmte PAC,20000,20000,2018
6,Debbie Lesko (R),N00042056,16200,Bill Luke Chrysler/Jeep/Dodge,0,16200,2018
7,Debbie Lesko (R),N00042056,15350,Arizona Public Service Co,0,15350,2018
8,Debbie Lesko (R),N00042056,0,Associated Builders & Contractors,15000,15000,2018
9,Debbie Lesko (R),N00042056,0,Prosperity Action,15000,15000,2018
0,Michael Cloud (R),N00041882,72014,Club for Growth,0,72014,2018
1,Michael Cloud (R),N00041882,18450,House Freedom Fund,10000,28450,2018
2,Michael Cloud (R),N00041882,11570,CL Thomas Inc,0,11570,2018
3,Michael Cloud (R),N00041882,10800,Magic Industries,0,10800,2018
4,Michael Cloud (R),N00041882,10600,Rlb Contracting,0,10600,2018
5,Michael Cloud (R),N00041882,0,Koch Industries,10000,10000,2018
6,Michael Cloud (R),N00041882,9700,Klean Corp International,0,9700,2018
7,Michael Cloud (R),N00041882,7700,Collins Supply,0,7700,2018
8,Michael Cloud (R),N00041882,0,National Assn of Realtors,7500,7500,2018
9,Michael Cloud (R),N00041882,0,Texas & Southwestern Cattle Raisers,7500,7500,2018
0,Troy Balderson (R),N00042194,500,Huntington Bancshares,22500,23000,2018
1,Troy Balderson (R),N00042194,12000,L Brands,10000,22000,2018
2,Troy Balderson (R),N00042194,21600,Shelly & Sands,0,21600,2018
3,Troy Balderson (R),N00042194,21150,Kessler Sign Co,0,21150,2018
4,Troy Balderson (R),N00042194,20900,Utility Technologies International Cor,0,20900,2018
5,Troy Balderson (R),N00042194,20800,Dwight Shugert Farms,0,20800,2018
6,Troy Balderson (R),N00042194,10050,Nationwide,10000,20050,2018
7,Troy Balderson (R),N00042194,0,Operating Engineers Local 18,20000,20000,2018
8,Troy Balderson (R),N00042194,0,Pioneer PAC,20000,20000,2018
9,Troy Balderson (R),N00042194,0,Republican Main Street Partnership,20000,20000,2018
