,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Hakeem Jeffries (D),N00033640,19000,"Paul, Weiss et al",0,19000,2016
1,Hakeem Jeffries (D),N00033640,10800,Blue Ridge Capital,0,10800,2016
2,Hakeem Jeffries (D),N00033640,10800,IBE Trade,0,10800,2016
3,Hakeem Jeffries (D),N00033640,10800,Third Point LLC,0,10800,2016
4,Hakeem Jeffries (D),N00033640,0,American Federation of Teachers,10000,10000,2016
5,Hakeem Jeffries (D),N00033640,0,Consumer Technology Assn,10000,10000,2016
6,Hakeem Jeffries (D),N00033640,0,International Brotherhood of Electrical Workers,10000,10000,2016
7,Hakeem Jeffries (D),N00033640,0,Machinists/Aerospace Workers Union,10000,10000,2016
8,Hakeem Jeffries (D),N00033640,0,NCTA The Internet & Television Assn,10000,10000,2016
9,Hakeem Jeffries (D),N00033640,0,Plumbers/Pipefitters Union,10000,10000,2016
0,Hakeem Jeffries (D),N00033640,98553,"Paul, Weiss et al",0,98553,2018
1,Hakeem Jeffries (D),N00033640,21900,Sullivan & Cromwell,0,21900,2018
2,Hakeem Jeffries (D),N00033640,15200,American Airlines,5000,20200,2018
3,Hakeem Jeffries (D),N00033640,14820,NorPAC,0,14820,2018
4,Hakeem Jeffries (D),N00033640,14400,"Quinn, Emanuel et al",0,14400,2018
5,Hakeem Jeffries (D),N00033640,2500,American Express,9000,11500,2018
6,Hakeem Jeffries (D),N00033640,11300,House Calls Home Care,0,11300,2018
7,Hakeem Jeffries (D),N00033640,0,National Air Traffic Controllers Assn,11000,11000,2018
8,Hakeem Jeffries (D),N00033640,10800,Standard Industries,0,10800,2018
9,Hakeem Jeffries (D),N00033640,0,American Assn for Justice,10000,10000,2018
0,Sean Maloney (D),N00034277,31000,"Willkie, Farr & Gallagher",0,31000,2012
1,Sean Maloney (D),N00034277,16617,"Orrick, Herrington & Sutcliffe",8000,24617,2012
2,Sean Maloney (D),N00034277,22750,Kirkland & Ellis,0,22750,2012
3,Sean Maloney (D),N00034277,21050,"Skadden, Arps et al",0,21050,2012
4,Sean Maloney (D),N00034277,14250,JStreetPAC,5000,19250,2012
5,Sean Maloney (D),N00034277,18500,Goldman Sachs,0,18500,2012
6,Sean Maloney (D),N00034277,11650,Ralph Lauren Corp,0,11650,2012
7,Sean Maloney (D),N00034277,10000,Pfizer Inc,1000,11000,2012
8,Sean Maloney (D),N00034277,11000,Speiser Krause,0,11000,2012
9,Sean Maloney (D),N00034277,0,Service Employees International Union,10134,10134,2012
0,Sean Patrick Maloney (D),N00034277,40550,"Willkie, Farr & Gallagher",0,40550,2014
1,Sean Patrick Maloney (D),N00034277,31750,Kirkland & Ellis,0,31750,2014
2,Sean Patrick Maloney (D),N00034277,18600,Goldman Sachs,10000,28600,2014
3,Sean Patrick Maloney (D),N00034277,12900,New York Life Insurance,10000,22900,2014
4,Sean Patrick Maloney (D),N00034277,17550,LGBTQ Victory Fund,5000,22550,2014
5,Sean Patrick Maloney (D),N00034277,21100,Sullivan & Cromwell,0,21100,2014
6,Sean Patrick Maloney (D),N00034277,19300,JStreetPAC,1000,20300,2014
7,Sean Patrick Maloney (D),N00034277,19100,"Paul, Weiss et al",0,19100,2014
8,Sean Patrick Maloney (D),N00034277,8750,Human Rights Campaign,9996,18746,2014
9,Sean Patrick Maloney (D),N00034277,8700,JPMorgan Chase & Co,10000,18700,2014
0,Sean Patrick Maloney (D),N00034277,65400,Votesane PAC,0,65400,2016
1,Sean Patrick Maloney (D),N00034277,26400,Goldman Sachs,10000,36400,2016
2,Sean Patrick Maloney (D),N00034277,23450,New York Life Insurance,10000,33450,2016
3,Sean Patrick Maloney (D),N00034277,29100,Sullivan & Cromwell,0,29100,2016
4,Sean Patrick Maloney (D),N00034277,26700,Crystal Run Healthcare,0,26700,2016
5,Sean Patrick Maloney (D),N00034277,23450,"Willkie, Farr & Gallagher",0,23450,2016
6,Sean Patrick Maloney (D),N00034277,21600,Bloomberg Lp,0,21600,2016
7,Sean Patrick Maloney (D),N00034277,13750,MacAndrews & Forbes,7700,21450,2016
8,Sean Patrick Maloney (D),N00034277,10000,New Democrat Coalition,10000,20000,2016
9,Sean Patrick Maloney (D),N00034277,18200,"Paul, Weiss et al",0,18200,2016
