,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Danny K Davis (D),N00004884,0,American Federation of Teachers,5000,5000,2010
1,Danny K Davis (D),N00004884,0,AT&T Inc,5000,5000,2010
2,Danny K Davis (D),N00004884,0,Carpenters & Joiners Union,5000,5000,2010
3,Danny K Davis (D),N00004884,0,Machinists/Aerospace Workers Union,5000,5000,2010
4,Danny K Davis (D),N00004884,0,McDonald's Corp,5000,5000,2010
5,Danny K Davis (D),N00004884,0,National Beer Wholesalers Assn,5000,5000,2010
6,Danny K Davis (D),N00004884,0,Operating Engineers Union,5000,5000,2010
7,Danny K Davis (D),N00004884,0,SMART Transportation Division,5000,5000,2010
8,Danny K Davis (D),N00004884,0,UFCW Local 881,5000,5000,2010
9,Danny K Davis (D),N00004884,0,United Auto Workers,5000,5000,2010
0,Danny K Davis (D),N00004884,0,American Postal Workers Union,10000,10000,2012
1,Danny K Davis (D),N00004884,0,Health Care Service Corp,10000,10000,2012
2,Danny K Davis (D),N00004884,0,Operating Engineers Union,10000,10000,2012
3,Danny K Davis (D),N00004884,0,National Assn of Postal Supervisors,7500,7500,2012
4,Danny K Davis (D),N00004884,0,Laborers Union,6500,6500,2012
5,Danny K Davis (D),N00004884,0,RR Donnelley & Sons,6500,6500,2012
6,Danny K Davis (D),N00004884,0,AT&T Inc,6000,6000,2012
7,Danny K Davis (D),N00004884,0,National Assn of Realtors,6000,6000,2012
8,Danny K Davis (D),N00004884,0,Accenture,5000,5000,2012
9,Danny K Davis (D),N00004884,0,Constellation Brands,5000,5000,2012
0,Danny K Davis (D),N00004884,0,American Federation of Teachers,10000,10000,2014
1,Danny K Davis (D),N00004884,0,Health Care Service Corp,10000,10000,2014
2,Danny K Davis (D),N00004884,0,National Assn of Insurance & Financial Advisors,10000,10000,2014
3,Danny K Davis (D),N00004884,0,National Assn of Realtors,10000,10000,2014
4,Danny K Davis (D),N00004884,0,American Assn for Justice,7500,7500,2014
5,Danny K Davis (D),N00004884,0,Constellation Brands,7500,7500,2014
6,Danny K Davis (D),N00004884,0,Laborers Union,7500,7500,2014
7,Danny K Davis (D),N00004884,0,National Beer Wholesalers Assn,7500,7500,2014
8,Danny K Davis (D),N00004884,0,National Rural Electric Cooperative Assn,7500,7500,2014
9,Danny K Davis (D),N00004884,0,AT&T Inc,7000,7000,2014
0,Danny K Davis (D),N00004884,0,American Federation of Teachers,10000,10000,2016
1,Danny K Davis (D),N00004884,0,American Hospital Assn,10000,10000,2016
2,Danny K Davis (D),N00004884,0,Carpenters & Joiners Union,10000,10000,2016
3,Danny K Davis (D),N00004884,0,Health Care Service Corp,10000,10000,2016
4,Danny K Davis (D),N00004884,0,International Brotherhood of Electrical Workers,10000,10000,2016
5,Danny K Davis (D),N00004884,0,Machinists/Aerospace Workers Union,10000,10000,2016
6,Danny K Davis (D),N00004884,0,National Assn of Real Estate Investment Trusts,10000,10000,2016
7,Danny K Davis (D),N00004884,0,National Beer Wholesalers Assn,10000,10000,2016
8,Danny K Davis (D),N00004884,0,UNITE HERE,10000,10000,2016
9,Danny K Davis (D),N00004884,0,American Federation of State/Cnty/Munic Employees,9000,9000,2016
0,Danny K Davis (D),N00004884,0,American Federation of State/Cnty/Munic Employees,10000,10000,2018
1,Danny K Davis (D),N00004884,0,American Federation of Teachers,10000,10000,2018
2,Danny K Davis (D),N00004884,0,International Brotherhood of Electrical Workers,10000,10000,2018
3,Danny K Davis (D),N00004884,0,National Assn of Insurance & Financial Advisors,10000,10000,2018
4,Danny K Davis (D),N00004884,0,National Assn of Real Estate Investment Trusts,10000,10000,2018
5,Danny K Davis (D),N00004884,0,SMART Transportation Division,10000,10000,2018
6,Danny K Davis (D),N00004884,0,AT&T Inc,9500,9500,2018
7,Danny K Davis (D),N00004884,0,National Assn of Realtors,9000,9000,2018
8,Danny K Davis (D),N00004884,0,National Rural Letter Carriers Assn,9000,9000,2018
9,Danny K Davis (D),N00004884,0,National Rural Electric Cooperative Assn,8000,8000,2018
