,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Eliot L Engel (D),N00001003,27284,NorPAC,0,27284,2018
1,Eliot L Engel (D),N00001003,21600,St George's University,0,21600,2018
2,Eliot L Engel (D),N00001003,10800,"Stroock, Stroock & Lavan",5000,15800,2018
3,Eliot L Engel (D),N00001003,15000,Monroe College,0,15000,2018
4,Eliot L Engel (D),N00001003,12750,Arbani Management,0,12750,2018
5,Eliot L Engel (D),N00001003,10800,IDT Corp,0,10800,2018
6,Eliot L Engel (D),N00001003,10800,RA Cohen & Assoc,0,10800,2018
7,Eliot L Engel (D),N00001003,10226,Sterling Equities,0,10226,2018
8,Eliot L Engel (D),N00001003,10100,Greater New York Hospital Assn,0,10100,2018
9,Eliot L Engel (D),N00001003,0,American Assn for Justice,10000,10000,2018
0,Anna Eshoo (D),N00007335,16800,"Kleiner, Perkins et al",0,16800,2010
1,Anna Eshoo (D),N00007335,11200,Granite Telecommunications,0,11200,2010
2,Anna Eshoo (D),N00007335,11200,Marcus & Millichap,0,11200,2010
3,Anna Eshoo (D),N00007335,11200,"Wilson, Sonsini et al",0,11200,2010
4,Anna Eshoo (D),N00007335,5000,Gilead Sciences,6000,11000,2010
5,Anna Eshoo (D),N00007335,0,AmerisourceBergen Corp,10000,10000,2010
6,Anna Eshoo (D),N00007335,0,T-Mobile USA,10000,10000,2010
7,Anna Eshoo (D),N00007335,3900,US Anesthesia Partners,5000,8900,2010
8,Anna Eshoo (D),N00007335,8100,Intuit Inc,0,8100,2010
9,Anna Eshoo (D),N00007335,0,American Society of Anesthesiologists,8000,8000,2010
0,Anna Eshoo (D),N00007335,18000,Oracle Corp,10000,28000,2012
1,Anna Eshoo (D),N00007335,15000,Cisco Systems,10000,25000,2012
2,Anna Eshoo (D),N00007335,17000,Gilead Sciences,5000,22000,2012
3,Anna Eshoo (D),N00007335,18000,Stanford University,0,18000,2012
4,Anna Eshoo (D),N00007335,15000,Alza Corp,0,15000,2012
5,Anna Eshoo (D),N00007335,15000,"Kleiner, Perkins et al",0,15000,2012
6,Anna Eshoo (D),N00007335,8500,Hewlett-Packard,5672,14172,2012
7,Anna Eshoo (D),N00007335,4000,Google Inc,10000,14000,2012
8,Anna Eshoo (D),N00007335,12100,Jazz Pharmaceuticals,0,12100,2012
9,Anna Eshoo (D),N00007335,5000,Health Net Inc,6500,11500,2012
0,Anna Eshoo (D),N00007335,24050,Google Inc,10000,34050,2014
1,Anna Eshoo (D),N00007335,25000,Stanford University,0,25000,2014
2,Anna Eshoo (D),N00007335,12600,eHealth Inc,10000,22600,2014
3,Anna Eshoo (D),N00007335,20200,"Kleiner, Perkins et al",0,20200,2014
4,Anna Eshoo (D),N00007335,8600,Gilead Sciences,10000,18600,2014
5,Anna Eshoo (D),N00007335,7800,Facebook Inc,10000,17800,2014
6,Anna Eshoo (D),N00007335,7500,Hewlett-Packard,10000,17500,2014
7,Anna Eshoo (D),N00007335,15600,Altos Eye Physicians,0,15600,2014
8,Anna Eshoo (D),N00007335,10000,Oracle Corp,5140,15140,2014
9,Anna Eshoo (D),N00007335,5000,DISH Network,9500,14500,2014
0,Anna Eshoo (D),N00007335,30225,Intuit Inc,5000,35225,2016
1,Anna Eshoo (D),N00007335,19700,Gilead Sciences,5000,24700,2016
2,Anna Eshoo (D),N00007335,12800,Cisco Systems,10000,22800,2016
3,Anna Eshoo (D),N00007335,21600,"Kleiner, Perkins et al",0,21600,2016
4,Anna Eshoo (D),N00007335,8100,Facebook Inc,10000,18100,2016
5,Anna Eshoo (D),N00007335,8100,Google Inc,10000,18100,2016
6,Anna Eshoo (D),N00007335,17050,Stanford University,0,17050,2016
7,Anna Eshoo (D),N00007335,15800,Altos Eye Physicians,0,15800,2016
8,Anna Eshoo (D),N00007335,9750,Intuitive Surgical,5000,14750,2016
9,Anna Eshoo (D),N00007335,13350,Jazz Pharmaceuticals,0,13350,2016
