,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Juan Vargas (D),N00007021,16200,Duty Free Americas,0,16200,2018
1,Juan Vargas (D),N00007021,10800,Liquid Environmental Solutions,0,10800,2018
2,Juan Vargas (D),N00007021,8517,Goldman Sachs,2000,10517,2018
3,Juan Vargas (D),N00007021,0,American Crystal Sugar,10000,10000,2018
4,Juan Vargas (D),N00007021,0,Cox Enterprises,10000,10000,2018
5,Juan Vargas (D),N00007021,0,Deloitte LLP,10000,10000,2018
6,Juan Vargas (D),N00007021,0,Doctors' Co,10000,10000,2018
7,Juan Vargas (D),N00007021,0,Ernst & Young,10000,10000,2018
8,Juan Vargas (D),N00007021,0,Machinists/Aerospace Workers Union,10000,10000,2018
9,Juan Vargas (D),N00007021,0,National Air Traffic Controllers Assn,10000,10000,2018
0,Scott Peters (D),N00033591,33500,"Robbins, Geller et al",0,33500,2012
1,Scott Peters (D),N00033591,20750,Qualcomm Inc,0,20750,2012
2,Scott Peters (D),N00033591,16600,University of California/San Diego,0,16600,2012
3,Scott Peters (D),N00033591,15000,Cameron Holdings,0,15000,2012
4,Scott Peters (D),N00033591,12000,Finkelstein & Krinsk,0,12000,2012
5,Scott Peters (D),N00033591,11500,Cooley Godward Kronish LLP,0,11500,2012
6,Scott Peters (D),N00033591,0,American Assn for Justice,10000,10000,2012
7,Scott Peters (D),N00033591,10000,Bartell Hotels,0,10000,2012
8,Scott Peters (D),N00033591,0,International Assn of Fire Fighters,10000,10000,2012
9,Scott Peters (D),N00033591,0,International Brotherhood of Electrical Workers,10000,10000,2012
0,Scott Peters (D),N00033591,43050,JStreetPAC,6024,49074,2014
1,Scott Peters (D),N00033591,36600,Qualcomm Inc,10000,46600,2014
2,Scott Peters (D),N00033591,30600,Democratic Congressional Campaign Cmte,9978,40578,2014
3,Scott Peters (D),N00033591,28950,"Robbins, Geller et al",0,28950,2014
4,Scott Peters (D),N00033591,28833,University of California/San Diego,0,28833,2014
5,Scott Peters (D),N00033591,20850,Cooley Llp,0,20850,2014
6,Scott Peters (D),N00033591,8510,League of Conservation Voters,10942,19452,2014
7,Scott Peters (D),N00033591,9600,Sempra Energy,7500,17100,2014
8,Scott Peters (D),N00033591,3900,General Atomics,10000,13900,2014
9,Scott Peters (D),N00033591,13000,Viterbi Group,0,13000,2014
0,Scott Peters (D),N00033591,19035,Qualcomm Inc,10000,29035,2016
1,Scott Peters (D),N00033591,17801,New Democrat Coalition,10000,27801,2016
2,Scott Peters (D),N00033591,27300,JStreetPAC,0,27300,2016
3,Scott Peters (D),N00033591,23172,University of California/San Diego,0,23172,2016
4,Scott Peters (D),N00033591,10900,Sempra Energy,10000,20900,2016
5,Scott Peters (D),N00033591,11800,Democratic Congressional Campaign Cmte,8223,20023,2016
6,Scott Peters (D),N00033591,19400,"Robbins, Geller et al",0,19400,2016
7,Scott Peters (D),N00033591,18900,"Rich, Intelisano & Katz",0,18900,2016
8,Scott Peters (D),N00033591,8200,General Atomics,10000,18200,2016
9,Scott Peters (D),N00033591,6000,PG&E Corp,10000,16000,2016
0,Scott Peters (D),N00033591,15750,Cox Enterprises,10000,25750,2018
1,Scott Peters (D),N00033591,20807,University of California/San Diego,0,20807,2018
2,Scott Peters (D),N00033591,10800,New Democrat Coalition,10000,20800,2018
3,Scott Peters (D),N00033591,9600,General Atomics,10000,19600,2018
4,Scott Peters (D),N00033591,7500,Eli Lilly & Co,7500,15000,2018
5,Scott Peters (D),N00033591,14300,"Robbins, Geller et al",0,14300,2018
6,Scott Peters (D),N00033591,13500,Olivermcmillan,0,13500,2018
7,Scott Peters (D),N00033591,4485,Qualcomm Inc,7500,11985,2018
8,Scott Peters (D),N00033591,1750,National Assn of Broadcasters,10000,11750,2018
9,Scott Peters (D),N00033591,1600,League of Conservation Voters,9937,11537,2018
