,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Ben McAdams (D),N00042013,72713,University of Utah,0,72713,2018
1,Ben McAdams (D),N00042013,41600,Gardner Co,0,41600,2018
2,Ben McAdams (D),N00042013,13500,AmeriPAC: The Fund for a Greater America,10000,23500,2018
3,Ben McAdams (D),N00042013,20834,Democracy Engine,0,20834,2018
4,Ben McAdams (D),N00042013,19718,Brigham Young University,0,19718,2018
5,Ben McAdams (D),N00042013,0,Plumbers/Pipefitters Union,15000,15000,2018
6,Ben McAdams (D),N00042013,13500,Heritage Bank,0,13500,2018
7,Ben McAdams (D),N00042013,13060,Chg Healthcare Services,0,13060,2018
8,Ben McAdams (D),N00042013,12825,Alsco Inc,0,12825,2018
9,Ben McAdams (D),N00042013,0,New Democrat Coalition,12500,12500,2018
0,Elaine Luria (D),N00042293,30283,EMILY's List,10000,40283,2018
1,Elaine Luria (D),N00042293,37337,Democracy Engine,0,37337,2018
2,Elaine Luria (D),N00042293,18900,AmeriPAC: The Fund for a Greater America,10000,28900,2018
3,Elaine Luria (D),N00042293,13500,Democratic Congressional Campaign Cmte,9804,23304,2018
4,Elaine Luria (D),N00042293,19900,DE Shaw & Co,0,19900,2018
5,Elaine Luria (D),N00042293,18900,WinDem,0,18900,2018
6,Elaine Luria (D),N00042293,18073,Swing Left,0,18073,2018
7,Elaine Luria (D),N00042293,17814,Google Inc,0,17814,2018
8,Elaine Luria (D),N00042293,16211,Insight Venture Partners,0,16211,2018
9,Elaine Luria (D),N00042293,16200,Bessemer Venture Partners,0,16200,2018
0,Denver Riggleman (R),N00043541,86530,Club for Growth,0,86530,2018
1,Denver Riggleman (R),N00043541,76107,House Freedom Fund,5000,81107,2018
2,Denver Riggleman (R),N00043541,13400,Goldman Sachs,0,13400,2018
3,Denver Riggleman (R),N00043541,11770,NorPAC,0,11770,2018
4,Denver Riggleman (R),N00043541,0,Republican Party of Virginia,9500,9500,2018
5,Denver Riggleman (R),N00043541,8850,Avanti Technologies,0,8850,2018
6,Denver Riggleman (R),N00043541,8100,Amber Mountain,0,8100,2018
7,Denver Riggleman (R),N00043541,8100,Blue Ridge Bank,0,8100,2018
8,Denver Riggleman (R),N00043541,0,Mid Manhattan PAC,8000,8000,2018
9,Denver Riggleman (R),N00043541,7850,Kirkland & Ellis,0,7850,2018
0,Ben Cline (R),N00042296,27600,House Freedom Fund,5000,32600,2018
1,Ben Cline (R),N00042296,10800,CSM Inc,0,10800,2018
2,Ben Cline (R),N00042296,5650,BWX Technologies,5000,10650,2018
3,Ben Cline (R),N00042296,487,National Cattlemen's Beef Assn,10000,10487,2018
4,Ben Cline (R),N00042296,500,National Assn of Realtors,9526,10026,2018
5,Ben Cline (R),N00042296,0,Deloitte LLP,10000,10000,2018
6,Ben Cline (R),N00042296,0,Good Fund,10000,10000,2018
7,Ben Cline (R),N00042296,0,Majority Cmte PAC,10000,10000,2018
8,Ben Cline (R),N00042296,0,National Auto Dealers Assn,10000,10000,2018
9,Ben Cline (R),N00042296,0,Virginia Poultry Growers Cooperative,8200,8200,2018
0,Abigail Spanberger (D),N00041418,67092,Democracy Engine,0,67092,2018
1,Abigail Spanberger (D),N00041418,41694,EMILY's List,10000,51694,2018
2,Abigail Spanberger (D),N00041418,46800,JStreetPAC,3698,50498,2018
3,Abigail Spanberger (D),N00041418,50151,Virginia Commonwealth University,0,50151,2018
4,Abigail Spanberger (D),N00041418,24300,AmeriPAC: The Fund for a Greater America,10000,34300,2018
5,Abigail Spanberger (D),N00041418,34181,Google Inc,0,34181,2018
6,Abigail Spanberger (D),N00041418,32200,Weinstein Properties,0,32200,2018
7,Abigail Spanberger (D),N00041418,30651,Capital One Financial,0,30651,2018
8,Abigail Spanberger (D),N00041418,29542,Stanford University,0,29542,2018
9,Abigail Spanberger (D),N00041418,27568,Swing Left,25,27593,2018
