,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Steven Horsford (D),N00033638,39000,MGM Resorts International,10000,49000,2012
1,Steven Horsford (D),N00033638,31000,Nevada Heart & Vascular Center,0,31000,2012
2,Steven Horsford (D),N00033638,4500,Boyd Gaming,10000,14500,2012
3,Steven Horsford (D),N00033638,14000,Arcata Assoc,0,14000,2012
4,Steven Horsford (D),N00033638,13400,University of Nevada/Las Vegas,0,13400,2012
5,Steven Horsford (D),N00033638,12500,Frias Holding,0,12500,2012
6,Steven Horsford (D),N00033638,5750,NV Energy,6000,11750,2012
7,Steven Horsford (D),N00033638,11550,R&R Partners Inc,0,11550,2012
8,Steven Horsford (D),N00033638,0,American Assn for Justice,10000,10000,2012
9,Steven Horsford (D),N00033638,0,American Crystal Sugar,10000,10000,2012
0,Steven Horsford (D),N00033638,24700,MGM Resorts International,10000,34700,2018
1,Steven Horsford (D),N00033638,18200,AmeriPAC: The Fund for a Greater America,10000,28200,2018
2,Steven Horsford (D),N00033638,24500,Democracy Engine,0,24500,2018
3,Steven Horsford (D),N00033638,22221,Swing Left,0,22221,2018
4,Steven Horsford (D),N00033638,18900,WinDem,0,18900,2018
5,Steven Horsford (D),N00033638,15200,MR Whitsett,0,15200,2018
6,Steven Horsford (D),N00033638,3900,NV Energy,10000,13900,2018
7,Steven Horsford (D),N00033638,11100,R&R Partners,0,11100,2018
8,Steven Horsford (D),N00033638,10700,Motley Rice LLC,0,10700,2018
9,Steven Horsford (D),N00033638,5400,Democratic Congressional Campaign Cmte,4999,10399,2018
0,Ann Kirkpatrick (D),N00029260,99505,EMILY's List,10000,109505,2012
1,Ann Kirkpatrick (D),N00029260,15680,Democratic Congressional Campaign Cmte,9638,25318,2012
2,Ann Kirkpatrick (D),N00029260,7400,Pinnacle West Capital,7500,14900,2012
3,Ann Kirkpatrick (D),N00029260,0,American Assn for Justice,10000,10000,2012
4,Ann Kirkpatrick (D),N00029260,0,American Bankers Assn,10000,10000,2012
5,Ann Kirkpatrick (D),N00029260,0,American Crystal Sugar,10000,10000,2012
6,Ann Kirkpatrick (D),N00029260,0,American Federation of State/Cnty/Munic Employees,10000,10000,2012
7,Ann Kirkpatrick (D),N00029260,0,American Federation of Teachers,10000,10000,2012
8,Ann Kirkpatrick (D),N00029260,0,American Optometric Assn,10000,10000,2012
9,Ann Kirkpatrick (D),N00029260,0,American Postal Workers Union,10000,10000,2012
0,Ann Kirkpatrick (D),N00029260,58208,EMILY's List,10000,68208,2014
1,Ann Kirkpatrick (D),N00029260,13450,Democratic Congressional Campaign Cmte,9820,23270,2014
2,Ann Kirkpatrick (D),N00029260,6250,Pinnacle West Capital,10000,16250,2014
3,Ann Kirkpatrick (D),N00029260,12800,Washington State University,0,12800,2014
4,Ann Kirkpatrick (D),N00029260,2600,Democrats Win Seats PAC,10000,12600,2014
5,Ann Kirkpatrick (D),N00029260,850,Planned Parenthood,10000,10850,2014
6,Ann Kirkpatrick (D),N00029260,750,Honeywell International,10000,10750,2014
7,Ann Kirkpatrick (D),N00029260,4603,Salt River Valley Water Users' Assn,6000,10603,2014
8,Ann Kirkpatrick (D),N00029260,10400,AICI Investments,0,10400,2014
9,Ann Kirkpatrick (D),N00029260,10400,Code for Progress,0,10400,2014
0,Ann Kirkpatrick (D),N00029260,45744,Swing Left,0,45744,2018
1,Ann Kirkpatrick (D),N00029260,35524,EMILY's List,10000,45524,2018
2,Ann Kirkpatrick (D),N00029260,29573,University of Arizona,0,29573,2018
3,Ann Kirkpatrick (D),N00029260,14385,AmeriPAC: The Fund for a Greater America,10000,24385,2018
4,Ann Kirkpatrick (D),N00029260,18900,DE Shaw & Co,0,18900,2018
5,Ann Kirkpatrick (D),N00029260,17150,JStreetPAC,0,17150,2018
6,Ann Kirkpatrick (D),N00029260,16200,Bain Capital,0,16200,2018
7,Ann Kirkpatrick (D),N00029260,16200,Bessemer Venture Partners,0,16200,2018
8,Ann Kirkpatrick (D),N00029260,16200,Lone Pine Capital,0,16200,2018
9,Ann Kirkpatrick (D),N00029260,16200,Tao Capital Management,0,16200,2018
