,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Don Bacon (R),N00037049,25750,US Air Force,0,25750,2016
1,Don Bacon (R),N00037049,6550,Mutual of Omaha,5000,11550,2016
2,Don Bacon (R),N00037049,10800,Spiral Solutions,0,10800,2016
3,Don Bacon (R),N00037049,0,Emerson Electric,10000,10000,2016
4,Don Bacon (R),N00037049,0,Home Depot,10000,10000,2016
5,Don Bacon (R),N00037049,0,"Jobs, Economy & Budget Fund",10000,10000,2016
6,Don Bacon (R),N00037049,0,John Bolton PAC,10000,10000,2016
7,Don Bacon (R),N00037049,0,John S Fund,10000,10000,2016
8,Don Bacon (R),N00037049,0,Majority Cmte PAC,10000,10000,2016
9,Don Bacon (R),N00037049,0,National Republican Congressional Cmte,10000,10000,2016
0,Don Bacon (R),N00037049,0,National Republican Congressional Cmte,50000,50000,2018
1,Don Bacon (R),N00037049,15205,Tenaska Inc,8534,23739,2018
2,Don Bacon (R),N00037049,19703,TD Ameritrade,1000,20703,2018
3,Don Bacon (R),N00037049,16000,Green Plains,0,16000,2018
4,Don Bacon (R),N00037049,7900,Werner Enterprises,7500,15400,2018
5,Don Bacon (R),N00037049,11000,Eggers Consulting,0,11000,2018
6,Don Bacon (R),N00037049,3450,Sierra Nevada Corp,7500,10950,2018
7,Don Bacon (R),N00037049,10800,Ariel Corp,0,10800,2018
8,Don Bacon (R),N00037049,10800,Grimmway Enterprises,0,10800,2018
9,Don Bacon (R),N00037049,10800,Midwest Dermatology,0,10800,2018
0,Josh Gottheimer (D),N00036944,42350,Blackstone Group,0,42350,2016
1,Josh Gottheimer (D),N00036944,37500,Goldman Sachs,0,37500,2016
2,Josh Gottheimer (D),N00036944,34459,Microsoft Corp,0,34459,2016
3,Josh Gottheimer (D),N00036944,32400,"Quinn, Emanuel et al",0,32400,2016
4,Josh Gottheimer (D),N00036944,20500,Morgan Stanley,0,20500,2016
5,Josh Gottheimer (D),N00036944,20374,JPMorgan Chase & Co,0,20374,2016
6,Josh Gottheimer (D),N00036944,20050,Jana Partners,0,20050,2016
7,Josh Gottheimer (D),N00036944,20000,Apollo Management,0,20000,2016
8,Josh Gottheimer (D),N00036944,18900,Third Point LLC,0,18900,2016
9,Josh Gottheimer (D),N00036944,18700,Brentwood Assoc,0,18700,2016
0,Josh Gottheimer (D),N00036944,65800,"Paul, Weiss et al",0,65800,2018
1,Josh Gottheimer (D),N00036944,62629,NorPAC,0,62629,2018
2,Josh Gottheimer (D),N00036944,62500,Blackstone Group,0,62500,2018
3,Josh Gottheimer (D),N00036944,32650,Goldman Sachs,10000,42650,2018
4,Josh Gottheimer (D),N00036944,35700,Apollo Management,0,35700,2018
5,Josh Gottheimer (D),N00036944,32800,Sullivan & Cromwell,0,32800,2018
6,Josh Gottheimer (D),N00036944,32400,Wicklow Capital,0,32400,2018
7,Josh Gottheimer (D),N00036944,31833,KKR & Co,0,31833,2018
8,Josh Gottheimer (D),N00036944,22310,League of Conservation Voters,9050,31360,2018
9,Josh Gottheimer (D),N00036944,30750,"Quinn, Emanuel et al",0,30750,2018
0,Jacky Rosen (D),N00038734,53238,EMILY's List,10000,63238,2016
1,Jacky Rosen (D),N00038734,35600,Democratic Congressional Campaign Cmte,9999,45599,2016
2,Jacky Rosen (D),N00038734,26469,League of Conservation Voters,4926,31395,2016
3,Jacky Rosen (D),N00038734,6400,AmeriPAC: The Fund for a Greater America,10000,16400,2016
4,Jacky Rosen (D),N00038734,6500,Democrats Win Seats PAC,5000,11500,2016
5,Jacky Rosen (D),N00038734,6400,MGM Resorts International,5000,11400,2016
6,Jacky Rosen (D),N00038734,10800,Arcata Assoc,0,10800,2016
7,Jacky Rosen (D),N00038734,0,Amalgamated Transit Union,10000,10000,2016
8,Jacky Rosen (D),N00038734,0,American Federation of State/Cnty/Munic Employees,10000,10000,2016
9,Jacky Rosen (D),N00038734,0,American Federation of Teachers,10000,10000,2016
