,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Ted Cruz (R),N00033085,268388,Senate Conservatives Fund,0,268388,2018
1,Ted Cruz (R),N00033085,234832,Club for Growth,0,234832,2018
2,Ted Cruz (R),N00033085,108101,Woodforest National Bank,0,108101,2018
3,Ted Cruz (R),N00033085,95950,NorPAC,0,95950,2018
4,Ted Cruz (R),N00033085,57051,Lockheed Martin,10000,67051,2018
5,Ted Cruz (R),N00033085,64200,Sullivan & Cromwell,0,64200,2018
6,Ted Cruz (R),N00033085,56115,Stewart Title Guaranty,0,56115,2018
7,Ted Cruz (R),N00033085,37629,Delta Air Lines,10000,47629,2018
8,Ted Cruz (R),N00033085,41100,Goldman Sachs,5000,46100,2018
9,Ted Cruz (R),N00033085,35872,BNSF Railway,10000,45872,2018
0,Randy Weber (R),N00033539,27500,Aces Ac Supply,0,27500,2012
1,Randy Weber (R),N00033539,27500,McCorvey Sheet Metal Works,0,27500,2012
2,Randy Weber (R),N00033539,0,Every Republican is Crucial PAC,15000,15000,2012
3,Randy Weber (R),N00033539,15000,Hawkins Lease Service,0,15000,2012
4,Randy Weber (R),N00033539,15000,Hydrocarb Corp,0,15000,2012
5,Randy Weber (R),N00033539,15000,Mostyn Law Firm,0,15000,2012
6,Randy Weber (R),N00033539,13000,Media Riders,0,13000,2012
7,Randy Weber (R),N00033539,11700,State Farm Insurance,0,11700,2012
8,Randy Weber (R),N00033539,500,Dow Chemical,10000,10500,2012
9,Randy Weber (R),N00033539,10250,Eagle Nation,0,10250,2012
0,Randy Weber (R),N00033539,21600,Universal Coin & Bullion Ltd,0,21600,2014
1,Randy Weber (R),N00033539,20400,Texas Memory Systems,0,20400,2014
2,Randy Weber (R),N00033539,12800,Katie's Seafood Market,0,12800,2014
3,Randy Weber (R),N00033539,12798,Sullivan Interests,0,12798,2014
4,Randy Weber (R),N00033539,10400,Beaumont Baptist Hospital,0,10400,2014
5,Randy Weber (R),N00033539,10000,Aces Supply,0,10000,2014
6,Randy Weber (R),N00033539,0,Dow Chemical,10000,10000,2014
7,Randy Weber (R),N00033539,0,Every Republican is Crucial PAC,10000,10000,2014
8,Randy Weber (R),N00033539,0,Marathon Petroleum,10000,10000,2014
9,Randy Weber (R),N00033539,0,Valero Energy,10000,10000,2014
0,Randy Weber (R),N00033539,10800,Katie's Seafood Market,0,10800,2016
1,Randy Weber (R),N00033539,0,Marathon Petroleum,10000,10000,2016
2,Randy Weber (R),N00033539,8100,Dannenbaum Engineering,0,8100,2016
3,Randy Weber (R),N00033539,7900,Azhar Chaudhary Law Firm,0,7900,2016
4,Randy Weber (R),N00033539,7900,Texas Memory Systems,0,7900,2016
5,Randy Weber (R),N00033539,250,Exxon Mobil,6500,6750,2016
6,Randy Weber (R),N00033539,0,Halliburton Co,6000,6000,2016
7,Randy Weber (R),N00033539,0,National Assn of Realtors,6000,6000,2016
8,Randy Weber (R),N00033539,0,Dow Chemical,5500,5500,2016
9,Randy Weber (R),N00033539,5400,Kaitar Resources,0,5400,2016
0,Randy Weber (R),N00033539,13500,House Freedom Fund,5000,18500,2018
1,Randy Weber (R),N00033539,10800,Katie's Seafood Market,0,10800,2018
2,Randy Weber (R),N00033539,0,Majority Cmte PAC,10000,10000,2018
3,Randy Weber (R),N00033539,0,Marathon Petroleum,10000,10000,2018
4,Randy Weber (R),N00033539,0,Phillips 66,10000,10000,2018
5,Randy Weber (R),N00033539,0,Valero Energy,10000,10000,2018
6,Randy Weber (R),N00033539,0,BNSF Railway,9000,9000,2018
7,Randy Weber (R),N00033539,0,Exxon Mobil,9000,9000,2018
8,Randy Weber (R),N00033539,8100,Middleton Oil Co,0,8100,2018
9,Randy Weber (R),N00033539,8100,Sullivan Interests,0,8100,2018
