,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Mikie Sherrill (D),N00041154,45799,EMILY's List,10000,55799,2018
1,Mikie Sherrill (D),N00041154,47565,Goldman Sachs,5000,52565,2018
2,Mikie Sherrill (D),N00041154,44705,Kirkland & Ellis,0,44705,2018
3,Mikie Sherrill (D),N00041154,38172,Gibbons PC,3700,41872,2018
4,Mikie Sherrill (D),N00041154,39755,Lowenstein Sandler Llp,0,39755,2018
5,Mikie Sherrill (D),N00041154,28350,AmeriPAC: The Fund for a Greater America,10000,38350,2018
6,Mikie Sherrill (D),N00041154,32348,Democracy Engine,0,32348,2018
7,Mikie Sherrill (D),N00041154,28933,Covington & Burling,0,28933,2018
8,Mikie Sherrill (D),N00041154,24814,Sullivan & Cromwell,0,24814,2018
9,Mikie Sherrill (D),N00041154,21547,Swing Left,2787,24334,2018
0,Debra Haaland (D),N00040933,23492,University of New Mexico,0,23492,2018
1,Debra Haaland (D),N00040933,17090,EMILY's List,5000,22090,2018
2,Debra Haaland (D),N00040933,18900,eScription Inc,0,18900,2018
3,Debra Haaland (D),N00040933,11734,"Sonosky, Chambers et al",0,11734,2018
4,Debra Haaland (D),N00040933,989,American Federation of Teachers,10000,10989,2018
5,Debra Haaland (D),N00040933,10800,JD Haaland Construction,0,10800,2018
6,Debra Haaland (D),N00040933,10400,Mashantucket Pequot Tribal Nation,0,10400,2018
7,Debra Haaland (D),N00040933,5000,Service Employees International Union,5000,10000,2018
8,Debra Haaland (D),N00040933,8336,Laguna Development Corp,0,8336,2018
9,Debra Haaland (D),N00040933,1900,American Postal Workers Union,6000,7900,2018
0,Xochitl Torres Small (D),N00042467,126683,EMILY's List,10000,136683,2018
1,Xochitl Torres Small (D),N00042467,107868,Democracy Engine,0,107868,2018
2,Xochitl Torres Small (D),N00042467,31229,Democratic Congressional Campaign Cmte,13091,44320,2018
3,Xochitl Torres Small (D),N00042467,18200,AmeriPAC: The Fund for a Greater America,10000,28200,2018
4,Xochitl Torres Small (D),N00042467,23050,League of Conservation Voters,4999,28049,2018
5,Xochitl Torres Small (D),N00042467,26990,University of New Mexico,0,26990,2018
6,Xochitl Torres Small (D),N00042467,6425,End Citizens United,15000,21425,2018
7,Xochitl Torres Small (D),N00042467,15431,Stanford University,0,15431,2018
8,Xochitl Torres Small (D),N00042467,15013,Google Inc,0,15013,2018
9,Xochitl Torres Small (D),N00042467,14336,Swing Left,0,14336,2018
0,Susie Lee (D),N00037247,77521,EMILY's List,10000,87521,2018
1,Susie Lee (D),N00037247,63607,Democracy Engine,0,63607,2018
2,Susie Lee (D),N00037247,38670,MGM Resorts International,10000,48670,2018
3,Susie Lee (D),N00037247,20400,AmeriPAC: The Fund for a Greater America,10000,30400,2018
4,Susie Lee (D),N00037247,21600,DE Shaw & Co,0,21600,2018
5,Susie Lee (D),N00037247,20863,Swing Left,0,20863,2018
6,Susie Lee (D),N00037247,9400,Democratic Congressional Campaign Cmte,10168,19568,2018
7,Susie Lee (D),N00037247,19240,University of Nevada/Las Vegas,0,19240,2018
8,Susie Lee (D),N00037247,18021,Arcata Assoc,0,18021,2018
9,Susie Lee (D),N00037247,7850,League of Conservation Voters,9999,17849,2018
0,Max Rose (D),N00041588,39350,Omnicom Group,0,39350,2018
1,Max Rose (D),N00041588,33988,Swing Left,190,34178,2018
2,Max Rose (D),N00041588,31468,"Paul, Weiss et al",0,31468,2018
3,Max Rose (D),N00041588,19675,Democratic Congressional Campaign Cmte,5072,24747,2018
4,Max Rose (D),N00041588,14385,AmeriPAC: The Fund for a Greater America,10000,24385,2018
5,Max Rose (D),N00041588,24385,Facebook Inc,0,24385,2018
6,Max Rose (D),N00041588,23480,Paul Hastings LLP,0,23480,2018
7,Max Rose (D),N00041588,21600,Bain Capital,0,21600,2018
8,Max Rose (D),N00041588,19242,Brightpoint Health,0,19242,2018
9,Max Rose (D),N00041588,18900,Valueact Capital,0,18900,2018
