,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Francis Rooney (R),N00040007,11300,Manhattan Construction,0,11300,2018
1,Francis Rooney (R),N00040007,10800,Arch Street Management,0,10800,2018
2,Francis Rooney (R),N00040007,10800,Greenhill & Co,0,10800,2018
3,Francis Rooney (R),N00040007,10800,Rooney Holdings,0,10800,2018
4,Francis Rooney (R),N00040007,8100,Publix Super Markets,0,8100,2018
5,Francis Rooney (R),N00040007,8100,Sembler Co,0,8100,2018
6,Francis Rooney (R),N00040007,6400,Mitchell & Stark Construction Co,0,6400,2018
7,Francis Rooney (R),N00040007,5400,Banknote Capital,0,5400,2018
8,Francis Rooney (R),N00040007,5400,Baur Properties,0,5400,2018
9,Francis Rooney (R),N00040007,5400,Bindley Capital Partners,0,5400,2018
0,Drew Ferguson (R),N00039090,68230,American Dental Assn,15000,83230,2016
1,Drew Ferguson (R),N00039090,0,Credit Union National Assn,15000,15000,2016
2,Drew Ferguson (R),N00039090,12100,J Smith Lanier & Co,0,12100,2016
3,Drew Ferguson (R),N00039090,10800,Brent Scarbrough & Co,0,10800,2016
4,Drew Ferguson (R),N00039090,10800,Frank W Cawood & Assoc,0,10800,2016
5,Drew Ferguson (R),N00039090,10800,ITC Holdings,0,10800,2016
6,Drew Ferguson (R),N00039090,10800,Yancey Brothers,0,10800,2016
7,Drew Ferguson (R),N00039090,500,AFLAC Inc,10000,10500,2016
8,Drew Ferguson (R),N00039090,500,Home Depot,10000,10500,2016
9,Drew Ferguson (R),N00039090,0,Acton PAC,10000,10000,2016
0,Drew Ferguson (R),N00039090,23700,AFLAC Inc,10000,33700,2018
1,Drew Ferguson (R),N00039090,12750,American Dental Assn,10000,22750,2018
2,Drew Ferguson (R),N00039090,0,American Academy of Pediatric Dentistry,20000,20000,2018
3,Drew Ferguson (R),N00039090,13100,Schuster Enterprises,0,13100,2018
4,Drew Ferguson (R),N00039090,10800,Brent Scarbrough & Co,0,10800,2018
5,Drew Ferguson (R),N00039090,10800,Yancey Brothers,0,10800,2018
6,Drew Ferguson (R),N00039090,10600,Georgia Crown Distributing,0,10600,2018
7,Drew Ferguson (R),N00039090,500,Home Depot,10000,10500,2018
8,Drew Ferguson (R),N00039090,3200,Synovus Financial Corp,7000,10200,2018
9,Drew Ferguson (R),N00039090,0,Air Line Pilots Assn,10000,10000,2018
0,Raja Krishnamoorthi (D),N00033240,88500,Kirkland & Ellis,0,88500,2016
1,Raja Krishnamoorthi (D),N00033240,18600,Exelon Corp,3500,22100,2016
2,Raja Krishnamoorthi (D),N00033240,21600,UCA Group,0,21600,2016
3,Raja Krishnamoorthi (D),N00033240,15750,University of Chicago,0,15750,2016
4,Raja Krishnamoorthi (D),N00033240,12670,Sidley Austin LLP,0,12670,2016
5,Raja Krishnamoorthi (D),N00033240,12357,Mayer Brown LLP,0,12357,2016
6,Raja Krishnamoorthi (D),N00033240,10950,Motorola Solutions,1000,11950,2016
7,Raja Krishnamoorthi (D),N00033240,10800,American Metal Technologies,0,10800,2016
8,Raja Krishnamoorthi (D),N00033240,10800,Ariel Investments,0,10800,2016
9,Raja Krishnamoorthi (D),N00033240,10800,Fox Valley Hematology & Oncology,0,10800,2016
0,Raja Krishnamoorthi (D),N00033240,122050,Kirkland & Ellis,0,122050,2018
1,Raja Krishnamoorthi (D),N00033240,27000,Uca Group,0,27000,2018
2,Raja Krishnamoorthi (D),N00033240,18100,AAR Corp,2700,20800,2018
3,Raja Krishnamoorthi (D),N00033240,20354,Northwestern University,0,20354,2018
4,Raja Krishnamoorthi (D),N00033240,9805,Exelon Corp,10000,19805,2018
5,Raja Krishnamoorthi (D),N00033240,18510,University of Chicago,0,18510,2018
6,Raja Krishnamoorthi (D),N00033240,16501,Star Pipe Products,0,16501,2018
7,Raja Krishnamoorthi (D),N00033240,16200,Raj Assoc,0,16200,2018
8,Raja Krishnamoorthi (D),N00033240,15550,Sidley Austin LLP,0,15550,2018
9,Raja Krishnamoorthi (D),N00033240,11100,AON Corp,2500,13600,2018
