,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Lizzie Fletcher (D),N00041194,77953,Jones Day,0,77953,2018
1,Lizzie Fletcher (D),N00041194,77292,"Ahmad, Zavitsanos et al",0,77292,2018
2,Lizzie Fletcher (D),N00041194,65805,EMILY's List,10000,75805,2018
3,Lizzie Fletcher (D),N00041194,44035,Susman Godfrey Llp,0,44035,2018
4,Lizzie Fletcher (D),N00041194,32000,AmeriPAC: The Fund for a Greater America,10000,42000,2018
5,Lizzie Fletcher (D),N00041194,41109,Swing Left,75,41184,2018
6,Lizzie Fletcher (D),N00041194,30300,Democratic Congressional Campaign Cmte,10036,40336,2018
7,Lizzie Fletcher (D),N00041194,36873,Rice University,0,36873,2018
8,Lizzie Fletcher (D),N00041194,34046,Vinson & Elkins,1000,35046,2018
9,Lizzie Fletcher (D),N00041194,25694,Anderson Cancer Center,0,25694,2018
0,Veronica Escobar (D),N00041702,59645,EMILY's List,5000,64645,2018
1,Veronica Escobar (D),N00041702,24300,Hunt Companies,0,24300,2018
2,Veronica Escobar (D),N00041702,18883,University of Texas/El Paso,0,18883,2018
3,Veronica Escobar (D),N00041702,18200,Weststar Bank,0,18200,2018
4,Veronica Escobar (D),N00041702,16200,Gaddy Law Firm,0,16200,2018
5,Veronica Escobar (D),N00041702,10800,Southwest University,0,10800,2018
6,Veronica Escobar (D),N00041702,10100,Democracy Engine,0,10100,2018
7,Veronica Escobar (D),N00041702,5400,Latino Victory Fund,4688,10088,2018
8,Veronica Escobar (D),N00041702,0,American Federation of State/Cnty/Munic Employees,10000,10000,2018
9,Veronica Escobar (D),N00041702,0,Border Health,10000,10000,2018
0,Chip Roy (R),N00042268,171021,Club for Growth,0,171021,2018
1,Chip Roy (R),N00042268,146492,House Freedom Fund,12045,158537,2018
2,Chip Roy (R),N00042268,34650,Senate Conservatives Fund,0,34650,2018
3,Chip Roy (R),N00042268,16200,Deason Capital Services,0,16200,2018
4,Chip Roy (R),N00042268,15800,Macdonald Companies,0,15800,2018
5,Chip Roy (R),N00042268,15400,Crownquest Operating,0,15400,2018
6,Chip Roy (R),N00042268,10300,Valero Energy,5000,15300,2018
7,Chip Roy (R),N00042268,0,"Jobs, Freedom & Security PAC",15000,15000,2018
8,Chip Roy (R),N00042268,13500,Hudson River Trading,0,13500,2018
9,Chip Roy (R),N00042268,7400,Energy Transfer Partners,5000,12400,2018
0,Sylvia Garcia (D),N00042282,17640,Greenberg Traurig LLP,1000,18640,2018
1,Sylvia Garcia (D),N00042282,15258,Emily's List,0,15258,2018
2,Sylvia Garcia (D),N00042282,0,Machinists/Aerospace Workers Union,15000,15000,2018
3,Sylvia Garcia (D),N00042282,10800,Farouk Systems,0,10800,2018
4,Sylvia Garcia (D),N00042282,10800,McLane Co,0,10800,2018
5,Sylvia Garcia (D),N00042282,10800,Planned Parenthood/North Texas,0,10800,2018
6,Sylvia Garcia (D),N00042282,9533,Bracewell LLP,1000,10533,2018
7,Sylvia Garcia (D),N00042282,0,American Federation of State/Cnty/Munic Employees,10000,10000,2018
8,Sylvia Garcia (D),N00042282,0,American Optometric Assn,10000,10000,2018
9,Sylvia Garcia (D),N00042282,0,Committee for Hispanic Causes-BOLD PAC,10000,10000,2018
0,Colin Allred (D),N00040989,58885,Swing Left,75,58960,2018
1,Colin Allred (D),N00040989,48772,JStreetPAC,3711,52483,2018
2,Colin Allred (D),N00040989,46186,Democracy Engine,0,46186,2018
3,Colin Allred (D),N00040989,26600,AmeriPAC: The Fund for a Greater America,10000,36600,2018
4,Colin Allred (D),N00040989,31944,Perkins Coie,0,31944,2018
5,Colin Allred (D),N00040989,26941,New Congress Fund,0,26941,2018
6,Colin Allred (D),N00040989,24059,Jones Day,0,24059,2018
7,Colin Allred (D),N00040989,23665,Rudner Law Offices,0,23665,2018
8,Colin Allred (D),N00040989,16000,Democratic Congressional Campaign Cmte,5058,21058,2018
9,Colin Allred (D),N00040989,19357,University of Texas/Southwestern,0,19357,2018
