,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Alcee L Hastings (D),N00002884,15800,Keiser University,0,15800,2016
1,Alcee L Hastings (D),N00002884,15200,Amscot Financial,0,15200,2016
2,Alcee L Hastings (D),N00002884,15200,Full Sail,0,15200,2016
3,Alcee L Hastings (D),N00002884,0,Financial Service Centers of America,11250,11250,2016
4,Alcee L Hastings (D),N00002884,10800,Coastal Construction Group,0,10800,2016
5,Alcee L Hastings (D),N00002884,0,AT&T Inc,10000,10000,2016
6,Alcee L Hastings (D),N00002884,0,International Brotherhood of Electrical Workers,10000,10000,2016
7,Alcee L Hastings (D),N00002884,0,Machinists/Aerospace Workers Union,10000,10000,2016
8,Alcee L Hastings (D),N00002884,0,National Air Traffic Controllers Assn,10000,10000,2016
9,Alcee L Hastings (D),N00002884,0,Service Employees International Union,10000,10000,2016
0,Alcee L Hastings (D),N00002884,15000,Amscot Financial,0,15000,2018
1,Alcee L Hastings (D),N00002884,1000,Checksmart Financial,10000,11000,2018
2,Alcee L Hastings (D),N00002884,0,American Bankers Assn,10000,10000,2018
3,Alcee L Hastings (D),N00002884,0,AT&T Inc,10000,10000,2018
4,Alcee L Hastings (D),N00002884,0,BRIDGE PAC,10000,10000,2018
5,Alcee L Hastings (D),N00002884,0,Career Education Colleges & Universities,10000,10000,2018
6,Alcee L Hastings (D),N00002884,0,Financial Service Centers of America,10000,10000,2018
7,Alcee L Hastings (D),N00002884,0,Independent Community Bankers of America,10000,10000,2018
8,Alcee L Hastings (D),N00002884,0,International Brotherhood of Electrical Workers,10000,10000,2018
9,Alcee L Hastings (D),N00002884,0,National Air Traffic Controllers Assn,10000,10000,2018
0,Martin Heinrich (D),N00029835,107325,League of Conservation Voters,9979,117304,2010
1,Martin Heinrich (D),N00029835,62067,JStreetPAC,0,62067,2010
2,Martin Heinrich (D),N00029835,54671,University of New Mexico,0,54671,2010
3,Martin Heinrich (D),N00029835,49100,Mmr Constructors,0,49100,2010
4,Martin Heinrich (D),N00029835,32500,"Robbins, Geller et al",0,32500,2010
5,Martin Heinrich (D),N00029835,28202,"Akin, Gump et al",3500,31702,2010
6,Martin Heinrich (D),N00029835,23510,NextEra Energy,6500,30010,2010
7,Martin Heinrich (D),N00029835,18950,General Atomics,9000,27950,2010
8,Martin Heinrich (D),N00029835,27000,Blackstone Group,0,27000,2010
9,Martin Heinrich (D),N00029835,24300,Mmr Group,0,24300,2010
0,Martin Heinrich (D),N00029835,137453,League of Conservation Voters,8921,146374,2012
1,Martin Heinrich (D),N00029835,90630,JStreetPAC,5255,95885,2012
2,Martin Heinrich (D),N00029835,52321,University of New Mexico,0,52321,2012
3,Martin Heinrich (D),N00029835,0,Democratic Senatorial Campaign Cmte,43100,43100,2012
4,Martin Heinrich (D),N00029835,26450,Council for a Livable World,6812,33262,2012
5,Martin Heinrich (D),N00029835,23000,"Robbins, Geller et al",0,23000,2012
6,Martin Heinrich (D),N00029835,16033,Patton Boggs LLP,5000,21033,2012
7,Martin Heinrich (D),N00029835,10000,Comcast Corp,10000,20000,2012
8,Martin Heinrich (D),N00029835,19450,Presbyterian Healthcare Services,0,19450,2012
9,Martin Heinrich (D),N00029835,18358,State of New Mexico,0,18358,2012
0,Martin Heinrich (D),N00029835,107325,League of Conservation Voters,9979,117304,2018
1,Martin Heinrich (D),N00029835,62067,JStreetPAC,0,62067,2018
2,Martin Heinrich (D),N00029835,61966,University of New Mexico,0,61966,2018
3,Martin Heinrich (D),N00029835,57200,Mmr Constructors,0,57200,2018
4,Martin Heinrich (D),N00029835,32202,"Akin, Gump et al",4250,36452,2018
5,Martin Heinrich (D),N00029835,32500,"Robbins, Geller et al",0,32500,2018
6,Martin Heinrich (D),N00029835,23510,Nextera Energy,6500,30010,2018
7,Martin Heinrich (D),N00029835,18950,General Atomics,10000,28950,2018
8,Martin Heinrich (D),N00029835,27000,Blackstone Group,0,27000,2018
9,Martin Heinrich (D),N00029835,17500,Tellurian Inc,5000,22500,2018
