,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Garret Graves (R),N00036135,46000,Mmr Group,0,46000,2018
1,Garret Graves (R),N00036135,32400,Edison Chouest Offshore,0,32400,2018
2,Garret Graves (R),N00036135,18450,Eatel,0,18450,2018
3,Garret Graves (R),N00036135,16200,Mmr Constructors,0,16200,2018
4,Garret Graves (R),N00036135,13550,Energy Transfer Partners,2500,16050,2018
5,Garret Graves (R),N00036135,13950,Cornerstone Government Affairs,0,13950,2018
6,Garret Graves (R),N00036135,12250,Livingston Group,0,12250,2018
7,Garret Graves (R),N00036135,3050,Adams & Reese,9000,12050,2018
8,Garret Graves (R),N00036135,11300,Duplantis Design Group,0,11300,2018
9,Garret Graves (R),N00036135,11000,Alpine Group,0,11000,2018
0,Seth Moulton (D),N00035431,1169019,Democracy Engine,0,1169019,2014
1,Seth Moulton (D),N00035431,28750,Harvard University Business School,0,28750,2014
2,Seth Moulton (D),N00035431,25300,Bain Capital,0,25300,2014
3,Seth Moulton (D),N00035431,22200,Harvard University,0,22200,2014
4,Seth Moulton (D),N00035431,14600,Cross Country Group,0,14600,2014
5,Seth Moulton (D),N00035431,10400,Atlas Venture,0,10400,2014
6,Seth Moulton (D),N00035431,10400,Demakes Enterprises,0,10400,2014
7,Seth Moulton (D),N00035431,10300,Morgan Stanley,0,10300,2014
8,Seth Moulton (D),N00035431,10200,M/C Venture Partners,0,10200,2014
9,Seth Moulton (D),N00035431,10050,Ropes & Gray,0,10050,2014
0,Seth Moulton (D),N00035431,23300,Goldman Sachs,3000,26300,2016
1,Seth Moulton (D),N00035431,24200,Harvard University Business School,0,24200,2016
2,Seth Moulton (D),N00035431,19550,JStreetPAC,1250,20800,2016
3,Seth Moulton (D),N00035431,19200,Bain Capital,0,19200,2016
4,Seth Moulton (D),N00035431,13100,BNSF Railway,6000,19100,2016
5,Seth Moulton (D),N00035431,18900,Berkshire Partners,0,18900,2016
6,Seth Moulton (D),N00035431,18900,Centerbridge Partners,0,18900,2016
7,Seth Moulton (D),N00035431,16200,Highfields Capital Management,0,16200,2016
8,Seth Moulton (D),N00035431,5400,Liberty Mutual Insurance,10000,15400,2016
9,Seth Moulton (D),N00035431,15000,Cross Country Group,0,15000,2016
0,Seth Moulton (D),N00035431,26385,Harvard University,0,26385,2018
1,Seth Moulton (D),N00035431,19700,New Democrat Coalition,2500,22200,2018
2,Seth Moulton (D),N00035431,21900,Harvard University Business School,0,21900,2018
3,Seth Moulton (D),N00035431,16700,BNSF Railway,3500,20200,2018
4,Seth Moulton (D),N00035431,18900,Berkshire Partners,0,18900,2018
5,Seth Moulton (D),N00035431,15800,Charlesbank Capital Partners,0,15800,2018
6,Seth Moulton (D),N00035431,8900,Goldman Sachs,5000,13900,2018
7,Seth Moulton (D),N00035431,2720,Raytheon Co,10000,12720,2018
8,Seth Moulton (D),N00035431,3450,Ernst & Young,8500,11950,2018
9,Seth Moulton (D),N00035431,1300,Boeing Co,10000,11300,2018
0,John Moolenaar (R),N00036275,58100,Dow Chemical,5000,63100,2014
1,John Moolenaar (R),N00036275,25400,Meridian Health Plan,0,25400,2014
2,John Moolenaar (R),N00036275,11750,Dow Corning,4500,16250,2014
3,John Moolenaar (R),N00036275,11300,Fabiano Brothers,0,11300,2014
4,John Moolenaar (R),N00036275,10400,CenTra Inc,0,10400,2014
5,John Moolenaar (R),N00036275,0,American Crystal Sugar,10000,10000,2014
6,John Moolenaar (R),N00036275,0,American Society of Anesthesiologists,10000,10000,2014
7,John Moolenaar (R),N00036275,0,Blue Cross/Blue Shield of Michigan,10000,10000,2014
8,John Moolenaar (R),N00036275,0,CMS Energy,10000,10000,2014
9,John Moolenaar (R),N00036275,0,Continuing a Majority Party Action Cmte,10000,10000,2014
