,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Mike Simpson (R),N00006263,18000,Ergon Inc,0,18000,2018
1,Mike Simpson (R),N00006263,15000,AECOM Global,0,15000,2018
2,Mike Simpson (R),N00006263,1500,CH2M HILL,10000,11500,2018
3,Mike Simpson (R),N00006263,1350,Lockheed Martin,10000,11350,2018
4,Mike Simpson (R),N00006263,850,JR Simplot Co,10000,10850,2018
5,Mike Simpson (R),N00006263,10800,Clearpath Foundation,0,10800,2018
6,Mike Simpson (R),N00006263,10800,Sinclair Oil,0,10800,2018
7,Mike Simpson (R),N00006263,2700,General Atomics,8000,10700,2018
8,Mike Simpson (R),N00006263,0,AECOM US,10000,10000,2018
9,Mike Simpson (R),N00006263,0,American Academy of Pediatric Dentistry,10000,10000,2018
0,Albio Sires (D),N00027523,0,Desert Caucus,10000,10000,2010
1,Albio Sires (D),N00027523,0,"Sheet Metal, Air, Rail & Transportation Union",10000,10000,2010
2,Albio Sires (D),N00027523,0,International Brotherhood of Electrical Workers,7000,7000,2010
3,Albio Sires (D),N00027523,5400,Tonio Burgos & Assoc,0,5400,2010
4,Albio Sires (D),N00027523,1000,AT&T Inc,4000,5000,2010
5,Albio Sires (D),N00027523,0,Laborers Union,5000,5000,2010
6,Albio Sires (D),N00027523,0,National Education Assn,5000,5000,2010
7,Albio Sires (D),N00027523,0,Operating Engineers Union,3700,3700,2010
8,Albio Sires (D),N00027523,0,Plumbers/Pipefitters Union Local 475,3500,3500,2010
9,Albio Sires (D),N00027523,3200,WNY Bd of Education,0,3200,2010
0,Albio Sires (D),N00027523,63700,West New York Board of Education,0,63700,2012
1,Albio Sires (D),N00027523,1000,Verizon Communications,10000,11000,2012
2,Albio Sires (D),N00027523,0,Amalgamated Transit Union,10000,10000,2012
3,Albio Sires (D),N00027523,0,American Assn for Justice,10000,10000,2012
4,Albio Sires (D),N00027523,0,American Bankers Assn,10000,10000,2012
5,Albio Sires (D),N00027523,0,Honeywell International,10000,10000,2012
6,Albio Sires (D),N00027523,0,Machinists/Aerospace Workers Union,10000,10000,2012
7,Albio Sires (D),N00027523,0,United Transportation Union,10000,10000,2012
8,Albio Sires (D),N00027523,0,National Assn of Home Builders,9500,9500,2012
9,Albio Sires (D),N00027523,0,American Federation of State/Cnty/Munic Employees,8000,8000,2012
0,Albio Sires (D),N00027523,26700,West New York Board of Education,0,26700,2014
1,Albio Sires (D),N00027523,0,Amalgamated Transit Union,10000,10000,2014
2,Albio Sires (D),N00027523,0,Honeywell International,10000,10000,2014
3,Albio Sires (D),N00027523,0,Machinists/Aerospace Workers Union,10000,10000,2014
4,Albio Sires (D),N00027523,0,National Assn of Realtors,10000,10000,2014
5,Albio Sires (D),N00027523,0,Plumbers/Pipefitters Union,10000,10000,2014
6,Albio Sires (D),N00027523,0,Verizon Communications,10000,10000,2014
7,Albio Sires (D),N00027523,0,Comcast Corp,9500,9500,2014
8,Albio Sires (D),N00027523,0,American Bankers Assn,9000,9000,2014
9,Albio Sires (D),N00027523,0,Operating Engineers Union,9000,9000,2014
0,Albio Sires (D),N00027523,17400,Wny Board of Ed,0,17400,2016
1,Albio Sires (D),N00027523,0,Air Line Pilots Assn,10000,10000,2016
2,Albio Sires (D),N00027523,0,American Bankers Assn,10000,10000,2016
3,Albio Sires (D),N00027523,0,AT&T Inc,10000,10000,2016
4,Albio Sires (D),N00027523,0,Carpenters & Joiners Union,10000,10000,2016
5,Albio Sires (D),N00027523,0,Honeywell International,10000,10000,2016
6,Albio Sires (D),N00027523,0,International Brotherhood of Electrical Workers,10000,10000,2016
7,Albio Sires (D),N00027523,0,Machinists/Aerospace Workers Union,10000,10000,2016
8,Albio Sires (D),N00027523,0,Painters & Allied Trades Union,9100,9100,2016
9,Albio Sires (D),N00027523,0,National Assn of Realtors,8000,8000,2016
