,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Marcia L Fudge (D),N00030490,2600,Quicken Loans,10000,12600,2018
1,Marcia L Fudge (D),N00030490,0,American Federation of State/Cnty/Munic Employees,10000,10000,2018
2,Marcia L Fudge (D),N00030490,0,American Federation of Teachers,10000,10000,2018
3,Marcia L Fudge (D),N00030490,0,AT&T Inc,10000,10000,2018
4,Marcia L Fudge (D),N00030490,0,Boilermakers Union,10000,10000,2018
5,Marcia L Fudge (D),N00030490,0,Farm Credit Council,10000,10000,2018
6,Marcia L Fudge (D),N00030490,0,Fraternity & Sorority PAC,10000,10000,2018
7,Marcia L Fudge (D),N00030490,0,International Brotherhood of Electrical Workers,10000,10000,2018
8,Marcia L Fudge (D),N00030490,0,Machinists/Aerospace Workers Union,10000,10000,2018
9,Marcia L Fudge (D),N00030490,0,National Assn of Letter Carriers,10000,10000,2018
0,John Garamendi (D),N00030856,8500,McCormack Sheep & Grain,0,8500,2010
1,John Garamendi (D),N00030856,0,Honeywell International,8000,8000,2010
2,John Garamendi (D),N00030856,0,American Maritime Officers,7500,7500,2010
3,John Garamendi (D),N00030856,0,Home Depot,7500,7500,2010
4,John Garamendi (D),N00030856,0,American Assn for Justice,7000,7000,2010
5,John Garamendi (D),N00030856,0,Marine Engineers Beneficial Assn/Dist 1,6000,6000,2010
6,John Garamendi (D),N00030856,0,California Rice Industry Assn,5000,5000,2010
7,John Garamendi (D),N00030856,0,Carpenters & Joiners Union,5000,5000,2010
8,John Garamendi (D),N00030856,0,Communications Workers of America,5000,5000,2010
9,John Garamendi (D),N00030856,0,International Brotherhood of Electrical Workers,5000,5000,2010
0,John Garamendi (D),N00030856,16700,JStreetPAC,7500,24200,2012
1,John Garamendi (D),N00030856,14750,Democratic Congressional Campaign Cmte,4947,19697,2012
2,John Garamendi (D),N00030856,17000,"Sitzmann, Morris & Lavis",0,17000,2012
3,John Garamendi (D),N00030856,0,United Food & Commercial Workers Union,12500,12500,2012
4,John Garamendi (D),N00030856,11000,ME Fox & Co,0,11000,2012
5,John Garamendi (D),N00030856,5250,Calpine Corp,5000,10250,2012
6,John Garamendi (D),N00030856,0,American Assn for Justice,10000,10000,2012
7,John Garamendi (D),N00030856,0,American Federation of State/Cnty/Munic Employees,10000,10000,2012
8,John Garamendi (D),N00030856,0,American Federation of Teachers,10000,10000,2012
9,John Garamendi (D),N00030856,0,American Postal Workers Union,10000,10000,2012
0,John Garamendi (D),N00030856,0,American Waterways Operators,12306,12306,2014
1,John Garamendi (D),N00030856,0,California Rice Industry Assn,12124,12124,2014
2,John Garamendi (D),N00030856,11700,"Sitzmann, Morris & Lavis",0,11700,2014
3,John Garamendi (D),N00030856,6600,JStreetPAC,5000,11600,2014
4,John Garamendi (D),N00030856,10400,Norene Ranches,0,10400,2014
5,John Garamendi (D),N00030856,0,American Assn for Justice,10000,10000,2014
6,John Garamendi (D),N00030856,0,American Federation of State/Cnty/Munic Employees,10000,10000,2014
7,John Garamendi (D),N00030856,0,American Federation of Teachers,10000,10000,2014
8,John Garamendi (D),N00030856,0,American Maritime Officers,10000,10000,2014
9,John Garamendi (D),N00030856,0,American Pilots Assn,10000,10000,2014
0,John Garamendi (D),N00030856,10800,Saban Capital Group,0,10800,2016
1,John Garamendi (D),N00030856,10500,Norene Ranches,0,10500,2016
2,John Garamendi (D),N00030856,0,American Pilots Assn,10000,10000,2016
3,John Garamendi (D),N00030856,0,Boilermakers Union,10000,10000,2016
4,John Garamendi (D),N00030856,0,Carpenters & Joiners Union,10000,10000,2016
5,John Garamendi (D),N00030856,0,International Brotherhood of Electrical Workers,10000,10000,2016
6,John Garamendi (D),N00030856,0,Ironworkers Union,10000,10000,2016
7,John Garamendi (D),N00030856,0,Machinists/Aerospace Workers Union,10000,10000,2016
8,John Garamendi (D),N00030856,0,Northrop Grumman,10000,10000,2016
9,John Garamendi (D),N00030856,0,Painters & Allied Trades Union,10000,10000,2016
