,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Bob Gibbs (R),N00031128,22850,American Electric Power,10000,32850,2012
1,Bob Gibbs (R),N00031128,22700,Timken Co,7500,30200,2012
2,Bob Gibbs (R),N00031128,29400,Allied Machine & Engineering,0,29400,2012
3,Bob Gibbs (R),N00031128,23500,Ariel Corp,0,23500,2012
4,Bob Gibbs (R),N00031128,5000,FirstEnergy Corp,10000,15000,2012
5,Bob Gibbs (R),N00031128,12750,Massillon Cable TV,0,12750,2012
6,Bob Gibbs (R),N00031128,2500,Murray Energy,8000,10500,2012
7,Bob Gibbs (R),N00031128,0,American Maritime Officers,10000,10000,2012
8,Bob Gibbs (R),N00031128,0,Associated Builders & Contractors,10000,10000,2012
9,Bob Gibbs (R),N00031128,0,Chesapeake Energy,10000,10000,2012
0,Bob Gibbs (R),N00031128,13700,Timken Co,7500,21200,2014
1,Bob Gibbs (R),N00031128,16600,Ariel Corp,0,16600,2014
2,Bob Gibbs (R),N00031128,16100,Massillon Cable,0,16100,2014
3,Bob Gibbs (R),N00031128,15600,Allied Machine & Engineering,0,15600,2014
4,Bob Gibbs (R),N00031128,12200,Kokosing Construction,0,12200,2014
5,Bob Gibbs (R),N00031128,10200,McWane Inc,0,10200,2014
6,Bob Gibbs (R),N00031128,0,American Council of Engineering Cos,10000,10000,2014
7,Bob Gibbs (R),N00031128,0,American Crystal Sugar,10000,10000,2014
8,Bob Gibbs (R),N00031128,0,American Maritime Officers,10000,10000,2014
9,Bob Gibbs (R),N00031128,0,Every Republican is Crucial PAC,10000,10000,2014
0,Bob Gibbs (R),N00031128,21600,Massillon Cable TV,0,21600,2016
1,Bob Gibbs (R),N00031128,11800,Ariel Corp,0,11800,2016
2,Bob Gibbs (R),N00031128,6300,Timken Co,5000,11300,2016
3,Bob Gibbs (R),N00031128,0,American Council of Engineering Cos,10000,10000,2016
4,Bob Gibbs (R),N00031128,0,American Maritime Officers,10000,10000,2016
5,Bob Gibbs (R),N00031128,0,Farm Credit Council,10000,10000,2016
6,Bob Gibbs (R),N00031128,0,FirstEnergy Corp,10000,10000,2016
7,Bob Gibbs (R),N00031128,0,Marathon Petroleum,10000,10000,2016
8,Bob Gibbs (R),N00031128,0,National Air Traffic Controllers Assn,10000,10000,2016
9,Bob Gibbs (R),N00031128,0,National Assn of Home Builders,10000,10000,2016
0,Bob Gibbs (R),N00031128,12500,Timken Co,7500,20000,2018
1,Bob Gibbs (R),N00031128,11800,Ariel Corp,0,11800,2018
2,Bob Gibbs (R),N00031128,1000,TimkenSteel Corp,10000,11000,2018
3,Bob Gibbs (R),N00031128,6000,White Castle System,5000,11000,2018
4,Bob Gibbs (R),N00031128,10800,Kokosing Construction,0,10800,2018
5,Bob Gibbs (R),N00031128,0,American Bankers Assn,10000,10000,2018
6,Bob Gibbs (R),N00031128,0,American Crystal Sugar,10000,10000,2018
7,Bob Gibbs (R),N00031128,0,American Maritime Officers,10000,10000,2018
8,Bob Gibbs (R),N00031128,0,American Soybean Assn,10000,10000,2018
9,Bob Gibbs (R),N00031128,0,FirstEnergy Corp,10000,10000,2018
0,Louis B Gohmert Jr. (R),N00026148,5600,Monolithic Power Sys,0,5600,2010
1,Louis B Gohmert Jr. (R),N00026148,0,House Freedom Fund,5050,5050,2010
2,Louis B Gohmert Jr. (R),N00026148,0,National Assn of Home Builders,3000,3000,2010
3,Louis B Gohmert Jr. (R),N00026148,2800,Ariel Corp,0,2800,2010
4,Louis B Gohmert Jr. (R),N00026148,2800,Boyer Inc,0,2800,2010
5,Louis B Gohmert Jr. (R),N00026148,2800,Bracken Resources,0,2800,2010
6,Louis B Gohmert Jr. (R),N00026148,2800,Edward Jones Investments,0,2800,2010
7,Louis B Gohmert Jr. (R),N00026148,2800,Gen Manager,0,2800,2010
8,Louis B Gohmert Jr. (R),N00026148,2800,Landmark Title Inc,0,2800,2010
9,Louis B Gohmert Jr. (R),N00026148,2700,"Craig E Harrison, MDPA",0,2700,2010
