,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Grace Napolitano (D),N00006789,0,Air Line Pilots Assn,10000,10000,2014
1,Grace Napolitano (D),N00006789,0,Carpenters & Joiners Union,10000,10000,2014
2,Grace Napolitano (D),N00006789,0,Northrop Grumman,10000,10000,2014
3,Grace Napolitano (D),N00006789,0,SMART Transportation Division,10000,10000,2014
4,Grace Napolitano (D),N00006789,0,Transport Workers Union,10000,10000,2014
5,Grace Napolitano (D),N00006789,0,Lockheed Martin,8000,8000,2014
6,Grace Napolitano (D),N00006789,0,National Assn of Realtors,8000,8000,2014
7,Grace Napolitano (D),N00006789,0,American Crystal Sugar,7500,7500,2014
8,Grace Napolitano (D),N00006789,0,Brotherhood of Locomotive Engineers & Trainmen,7500,7500,2014
9,Grace Napolitano (D),N00006789,0,Laborers Union,7500,7500,2014
0,Grace Napolitano (D),N00006789,0,Air Line Pilots Assn,10000,10000,2016
1,Grace Napolitano (D),N00006789,0,Amalgamated Transit Union,10000,10000,2016
2,Grace Napolitano (D),N00006789,0,American Crystal Sugar,10000,10000,2016
3,Grace Napolitano (D),N00006789,0,American Federation of State/Cnty/Munic Employees,10000,10000,2016
4,Grace Napolitano (D),N00006789,0,American Federation of Teachers,10000,10000,2016
5,Grace Napolitano (D),N00006789,0,AmeriPAC: The Fund for a Greater America,10000,10000,2016
6,Grace Napolitano (D),N00006789,0,Border Health,10000,10000,2016
7,Grace Napolitano (D),N00006789,0,Carpenters & Joiners Union,10000,10000,2016
8,Grace Napolitano (D),N00006789,0,Committee for Hispanic Causes-BOLD PAC,10000,10000,2016
9,Grace Napolitano (D),N00006789,0,Communications Workers of America,10000,10000,2016
0,Grace Napolitano (D),N00006789,0,Air Line Pilots Assn,10000,10000,2018
1,Grace Napolitano (D),N00006789,0,Amalgamated Transit Union,10000,10000,2018
2,Grace Napolitano (D),N00006789,0,American Federation of State/Cnty/Munic Employees,10000,10000,2018
3,Grace Napolitano (D),N00006789,0,Brotherhood of Locomotive Engineers & Trainmen,10000,10000,2018
4,Grace Napolitano (D),N00006789,0,Transport Workers Union,10000,10000,2018
5,Grace Napolitano (D),N00006789,0,National Air Traffic Controllers Assn,8500,8500,2018
6,Grace Napolitano (D),N00006789,0,National Assn of Realtors,8000,8000,2018
7,Grace Napolitano (D),N00006789,0,Northrop Grumman,7500,7500,2018
8,Grace Napolitano (D),N00006789,0,Teamsters Union,7500,7500,2018
9,Grace Napolitano (D),N00006789,0,AT&T Inc,7000,7000,2018
0,Richard E Neal (D),N00000153,32400,Capital Group,0,32400,2010
1,Richard E Neal (D),N00000153,29000,Blackstone Group,0,29000,2010
2,Richard E Neal (D),N00000153,19125,Greater Boston Urology,0,19125,2010
3,Richard E Neal (D),N00000153,9500,Ernst & Young,7500,17000,2010
4,Richard E Neal (D),N00000153,16200,Capital Group Companies,0,16200,2010
5,Richard E Neal (D),N00000153,11200,LHC Group,5000,16200,2010
6,Richard E Neal (D),N00000153,10660,"Akin, Gump et al",5000,15660,2010
7,Richard E Neal (D),N00000153,15000,Votesane PAC,0,15000,2010
8,Richard E Neal (D),N00000153,12000,Holland & Knight,2500,14500,2010
9,Richard E Neal (D),N00000153,11200,Greg Manocherian Real Estate,0,11200,2010
0,Richard E Neal (D),N00000153,24500,Massachusetts Mutual Life Insurance,5000,29500,2012
1,Richard E Neal (D),N00000153,24500,Votesane PAC,0,24500,2012
2,Richard E Neal (D),N00000153,21750,Fidelity Investments,0,21750,2012
3,Richard E Neal (D),N00000153,9900,New York Life Insurance,10000,19900,2012
4,Richard E Neal (D),N00000153,5500,United Technologies,10000,15500,2012
5,Richard E Neal (D),N00000153,6000,Ernst & Young,7500,13500,2012
6,Richard E Neal (D),N00000153,1500,PriceWaterhouseCoopers,10000,11500,2012
7,Richard E Neal (D),N00000153,500,Bank of America,10000,10500,2012
8,Richard E Neal (D),N00000153,0,Abbott Laboratories,10000,10000,2012
9,Richard E Neal (D),N00000153,0,American Academy of Dermatology Assn,10000,10000,2012
