,cand_name,cid,indivs,org_name,pacs,total,cycle
0,David P Joyce (R),N00035007,13700,RPM International,10000,23700,2014
1,David P Joyce (R),N00035007,22150,Park Ohio Holdings,0,22150,2014
2,David P Joyce (R),N00035007,15200,Invacare Corp,6000,21200,2014
3,David P Joyce (R),N00035007,20900,Kennedy Group,0,20900,2014
4,David P Joyce (R),N00035007,20800,Kenmore Construction,0,20800,2014
5,David P Joyce (R),N00035007,18100,Cm Wealth Advisors,0,18100,2014
6,David P Joyce (R),N00035007,4000,Steris Corp,10000,14000,2014
7,David P Joyce (R),N00035007,3600,FirstEnergy Corp,10000,13600,2014
8,David P Joyce (R),N00035007,12600,Classic Chevrolet,0,12600,2014
9,David P Joyce (R),N00035007,0,Air Line Pilots Assn,12500,12500,2014
0,David P Joyce (R),N00035007,23750,Park Ohio Holdings,0,23750,2016
1,David P Joyce (R),N00035007,8100,Quicken Loans,10000,18100,2016
2,David P Joyce (R),N00035007,17700,Visconsi Companies,0,17700,2016
3,David P Joyce (R),N00035007,16200,Cm Wealth Advisors,0,16200,2016
4,David P Joyce (R),N00035007,13500,Forest City Enterprises,2500,16000,2016
5,David P Joyce (R),N00035007,14500,Kennedy Group,0,14500,2016
6,David P Joyce (R),N00035007,12800,Invacare Corp,1000,13800,2016
7,David P Joyce (R),N00035007,13500,Big Game Capital,0,13500,2016
8,David P Joyce (R),N00035007,13300,Gross Builders,0,13300,2016
9,David P Joyce (R),N00035007,0,International Assn of Fire Fighters,11500,11500,2016
0,David P Joyce (R),N00035007,27000,Health Carousel,0,27000,2018
1,David P Joyce (R),N00035007,18900,Invacare Corp,2000,20900,2018
2,David P Joyce (R),N00035007,8600,Scotts Miracle-Gro,9977,18577,2018
3,David P Joyce (R),N00035007,8150,Eaton Corp,9500,17650,2018
4,David P Joyce (R),N00035007,11700,Baker & Hostetler,4000,15700,2018
5,David P Joyce (R),N00035007,3700,Steris Corp,10000,13700,2018
6,David P Joyce (R),N00035007,13500,Kennedy Group,0,13500,2018
7,David P Joyce (R),N00035007,12150,Gross Builders,0,12150,2018
8,David P Joyce (R),N00035007,2000,Ernst & Young,10000,12000,2018
9,David P Joyce (R),N00035007,10800,Acreage Holdings,0,10800,2018
0,Markwayne Mullin (R),N00033410,18750,Mullin Plumbing,0,18750,2012
1,Markwayne Mullin (R),N00033410,18125,S&T,0,18125,2012
2,Markwayne Mullin (R),N00033410,0,Oklahoma Leadership Council,17500,17500,2012
3,Markwayne Mullin (R),N00033410,15000,Ameristate Bank,0,15000,2012
4,Markwayne Mullin (R),N00033410,15000,Custom Heat & Air,0,15000,2012
5,Markwayne Mullin (R),N00033410,15000,Magnum Drilling Services,0,15000,2012
6,Markwayne Mullin (R),N00033410,2750,Devon Energy,10000,12750,2012
7,Markwayne Mullin (R),N00033410,12000,Pelco Structural,0,12000,2012
8,Markwayne Mullin (R),N00033410,0,Associated Builders & Contractors,10000,10000,2012
9,Markwayne Mullin (R),N00033410,0,COLE PAC,10000,10000,2012
0,Markwayne Mullin (R),N00033410,10400,Ameristate Bank,0,10400,2014
1,Markwayne Mullin (R),N00033410,10400,Sampson Energy,0,10400,2014
2,Markwayne Mullin (R),N00033410,0,American Crystal Sugar,10000,10000,2014
3,Markwayne Mullin (R),N00033410,0,Associated Builders & Contractors,10000,10000,2014
4,Markwayne Mullin (R),N00033410,0,BNSF Railway,10000,10000,2014
5,Markwayne Mullin (R),N00033410,0,Chesapeake Energy,10000,10000,2014
6,Markwayne Mullin (R),N00033410,10000,Cyclonic Valve Co,0,10000,2014
7,Markwayne Mullin (R),N00033410,0,Devon Energy,10000,10000,2014
8,Markwayne Mullin (R),N00033410,0,Every Republican is Crucial PAC,10000,10000,2014
9,Markwayne Mullin (R),N00033410,0,Home Depot,10000,10000,2014
