,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Greg Walden (R),N00007690,27475,Votesane PAC,0,27475,2012
1,Greg Walden (R),N00007690,14000,Comcast Corp,11000,25000,2012
2,Greg Walden (R),N00007690,500,CenturyLink,20000,20500,2012
3,Greg Walden (R),N00007690,10000,National Assn of Broadcasters,10000,20000,2012
4,Greg Walden (R),N00007690,2000,American Hospital Assn,14000,16000,2012
5,Greg Walden (R),N00007690,1000,AT&T Inc,15000,16000,2012
6,Greg Walden (R),N00007690,0,National Rural Electric Cooperative Assn,15000,15000,2012
7,Greg Walden (R),N00007690,1000,Verizon Communications,13000,14000,2012
8,Greg Walden (R),N00007690,5000,Weyerhaeuser Co,7500,12500,2012
9,Greg Walden (R),N00007690,2400,iHeartCommunications Inc,10000,12400,2012
0,Greg Walden (R),N00007690,41300,National Assn of Broadcasters,9907,51207,2014
1,Greg Walden (R),N00007690,45750,Votesane PAC,0,45750,2014
2,Greg Walden (R),N00007690,29750,Comcast Corp,7500,37250,2014
3,Greg Walden (R),N00007690,0,America's Communication Assn,20000,20000,2014
4,Greg Walden (R),N00007690,7800,Nike Inc,10000,17800,2014
5,Greg Walden (R),N00007690,5200,Cambia Health Solutions,10000,15200,2014
6,Greg Walden (R),N00007690,5200,Google Inc,10000,15200,2014
7,Greg Walden (R),N00007690,2900,21st Century Fox,11000,13900,2014
8,Greg Walden (R),N00007690,13550,Greenbrier Companies,0,13550,2014
9,Greg Walden (R),N00007690,5000,Weyerhaeuser Co,8000,13000,2014
0,Greg Walden (R),N00007690,86219,National Assn of Broadcasters,10000,96219,2016
1,Greg Walden (R),N00007690,24400,Comcast Corp,10000,34400,2016
2,Greg Walden (R),N00007690,13200,Google Inc,10000,23200,2016
3,Greg Walden (R),N00007690,20000,General Communication Inc,0,20000,2016
4,Greg Walden (R),N00007690,5300,Nike Inc,10000,15300,2016
5,Greg Walden (R),N00007690,0,Sanofi US,12000,12000,2016
6,Greg Walden (R),N00007690,1000,American Hospital Assn,10000,11000,2016
7,Greg Walden (R),N00007690,10800,Apercen Partners,0,10800,2016
8,Greg Walden (R),N00007690,750,American Ambulance Assn,10000,10750,2016
9,Greg Walden (R),N00007690,400,JR Simplot Co,10000,10400,2016
0,Greg Walden (R),N00007690,105137,National Assn of Broadcasters,2500,107637,2018
1,Greg Walden (R),N00007690,28400,Comcast Corp,10000,38400,2018
2,Greg Walden (R),N00007690,26600,DISH Network,5000,31600,2018
3,Greg Walden (R),N00007690,12000,Valero Energy,10000,22000,2018
4,Greg Walden (R),N00007690,19500,Kirkland & Ellis,0,19500,2018
5,Greg Walden (R),N00007690,9300,Calpine Corp,10000,19300,2018
6,Greg Walden (R),N00007690,9000,BP,10000,19000,2018
7,Greg Walden (R),N00007690,7500,21st Century Fox,10000,17500,2018
8,Greg Walden (R),N00007690,16200,Clearpath Foundation,0,16200,2018
9,Greg Walden (R),N00007690,5400,Nike Inc,10000,15400,2018
0,Debbie Wasserman Schultz (D),N00026106,16800,Tremont Partners,0,16800,2010
1,Debbie Wasserman Schultz (D),N00026106,11202,Southern Glazer's Wine & Spirits,5000,16202,2010
2,Debbie Wasserman Schultz (D),N00026106,11200,Florida Crystals,0,11200,2010
3,Debbie Wasserman Schultz (D),N00026106,11200,Philips International,0,11200,2010
4,Debbie Wasserman Schultz (D),N00026106,11200,PLC Investments,0,11200,2010
5,Debbie Wasserman Schultz (D),N00026106,11200,Renaissance Technologies,0,11200,2010
6,Debbie Wasserman Schultz (D),N00026106,0,American College of Radiology,10000,10000,2010
7,Debbie Wasserman Schultz (D),N00026106,0,Deloitte LLP,10000,10000,2010
8,Debbie Wasserman Schultz (D),N00026106,0,US-Cuba Democracy PAC,10000,10000,2010
9,Debbie Wasserman Schultz (D),N00026106,8600,Meadows Bee Farm,0,8600,2010
