,cand_name,cid,indivs,org_name,pacs,total,cycle
0,Dina Titus (D),N00030191,2000,Boyd Gaming,10000,12000,2018
1,Dina Titus (D),N00030191,1260,MGM Resorts International,10000,11260,2018
2,Dina Titus (D),N00030191,0,Caesars Entertainment,10000,10000,2018
3,Dina Titus (D),N00030191,0,Cox Enterprises,10000,10000,2018
4,Dina Titus (D),N00030191,0,Home Depot,10000,10000,2018
5,Dina Titus (D),N00030191,0,International Brotherhood of Electrical Workers,10000,10000,2018
6,Dina Titus (D),N00030191,0,Painters & Allied Trades Union,10000,10000,2018
7,Dina Titus (D),N00030191,0,Transport Workers Union,10000,10000,2018
8,Dina Titus (D),N00030191,0,UNITE HERE,10000,10000,2018
9,Dina Titus (D),N00030191,100,Allegiant Travel Co,9600,9700,2018
0,Tom Cotton (R),N00033363,247733,Club for Growth,0,247733,2012
1,Tom Cotton (R),N00033363,31500,Stephens Inc,5000,36500,2012
2,Tom Cotton (R),N00033363,33700,McKinsey & Co,0,33700,2012
3,Tom Cotton (R),N00033363,21250,"Gibson, Dunn & Crutcher",7500,28750,2012
4,Tom Cotton (R),N00033363,23350,Cooper & Kirk,0,23350,2012
5,Tom Cotton (R),N00033363,10500,Murphy Oil,10000,20500,2012
6,Tom Cotton (R),N00033363,20000,Arkwest Communications,0,20000,2012
7,Tom Cotton (R),N00033363,20000,Elliott Management,0,20000,2012
8,Tom Cotton (R),N00033363,16375,Crossland Construction,0,16375,2012
9,Tom Cotton (R),N00033363,0,American Society of Anesthesiologists,15000,15000,2012
0,Tom Cotton (R),N00033363,457924,Club for Growth,0,457924,2014
1,Tom Cotton (R),N00033363,124900,Elliott Management,0,124900,2014
2,Tom Cotton (R),N00033363,89100,Stephens Inc,10000,99100,2014
3,Tom Cotton (R),N00033363,76210,Senate Conservatives Fund,5000,81210,2014
4,Tom Cotton (R),N00033363,40549,Goldman Sachs,10000,50549,2014
5,Tom Cotton (R),N00033363,0,National Republican Senatorial Cmte,45400,45400,2014
6,Tom Cotton (R),N00033363,36650,Murphy Oil,5000,41650,2014
7,Tom Cotton (R),N00033363,38650,"Gibson, Dunn & Crutcher",2500,41150,2014
8,Tom Cotton (R),N00033363,35050,Citadel LLC,0,35050,2014
9,Tom Cotton (R),N00033363,31550,Kirkland & Ellis,0,31550,2014
0,Kyrsten Sinema (D),N00033983,44678,EMILY's List,10000,54678,2012
1,Kyrsten Sinema (D),N00033983,19112,LGBTQ Victory Fund,10000,29112,2012
2,Kyrsten Sinema (D),N00033983,26286,Arizona State University,0,26286,2012
3,Kyrsten Sinema (D),N00033983,15680,Democratic Congressional Campaign Cmte,4998,20678,2012
4,Kyrsten Sinema (D),N00033983,0,United Food & Commercial Workers Union,15000,15000,2012
5,Kyrsten Sinema (D),N00033983,0,Human Rights Campaign,12866,12866,2012
6,Kyrsten Sinema (D),N00033983,10750,Osborn Maledon Pa,0,10750,2012
7,Kyrsten Sinema (D),N00033983,10550,Banner Health,0,10550,2012
8,Kyrsten Sinema (D),N00033983,1250,People for the American Way,9000,10250,2012
9,Kyrsten Sinema (D),N00033983,0,American Federation of State/Cnty/Munic Employees,10000,10000,2012
0,Kyrsten Sinema (D),N00033983,51700,Votesane PAC,0,51700,2014
1,Kyrsten Sinema (D),N00033983,42200,Democracy Engine,0,42200,2014
2,Kyrsten Sinema (D),N00033983,23850,Democratic Congressional Campaign Cmte,5799,29649,2014
3,Kyrsten Sinema (D),N00033983,25750,Arizona State University,0,25750,2014
4,Kyrsten Sinema (D),N00033983,14150,LGBTQ Victory Fund,5000,19150,2014
5,Kyrsten Sinema (D),N00033983,18700,Snell & Wilmer,0,18700,2014
6,Kyrsten Sinema (D),N00033983,18216,Copper State Majority Fund,0,18216,2014
7,Kyrsten Sinema (D),N00033983,8200,EMILY's List,10000,18200,2014
8,Kyrsten Sinema (D),N00033983,5500,Pinnacle West Capital,10000,15500,2014
9,Kyrsten Sinema (D),N00033983,0,International Brotherhood of Electrical Workers,15000,15000,2014
